genus	SRR317085	SRR317086	SRR317087	SRR317088	SRR317089	SRR317090	SRR317091	SRR317092	SRR317093	SRR317094	SRR317095	SRR317096	SRR317097	SRR317098	SRR317099	SRR317100	SRR317101	SRR317102	SRR317103	SRR317104	SRR317105	SRR317106	SRR317107	SRR317108	SRR317109
Agrobacterium	0	0.003988751396771	0.00132903962582	0.002036009181964	0	0.00128701945357	0.000298470632163	0	0.00672299992274	0.00336759979932	0.006413287151162	0.005632606776243	0.00257899512704	0	0.001963032132825	0	0.00039063703139	0.010756579037604	0	0.0030938526056	0.00059449189883	0.000230142631199	0	0.00139479548779	0.000241098580498
Akkermansia	0	0	0	1.73370997953	0	0	0.0320032195055	0.0952968027236	0	0.218765354372	0	0.637399512704	0	0	0	0	0	0.0282710829562	0.143441504579	0.00549688289002	0.062189081179	0	0.382241027363	0	0
Alcanivorax	0	0.000834029154904	0.00198987969635	0	0	0	0	0.000306640522028	0	0	0	0	0	0	0.000222410811476	0	0	0	0.00180329539524	0	0	0.000260288970994	0	0	0
Alicycliphilus	0	0.00417112659896	0	0	0.0003897250729637	0.00792108355708	0.001758293323329	0.00327823661767	0.01211017695878	0	0.00698303659286	0	0.000259315652462	0.0144121921942	0.00216159317735	0.0106837262552	0.0055820474253	0	0	0	0.00342613499906	0.00101189121178	9.7677099073e-05	0	0.000345822996542
Alicyclobacillus	0	0	0	0.00251445464198	0.00275734785671	0.0144279808005	0	0	0	0	0	0	0	0	0.00102576179629	0	0	0	0	0	0	0	0.000626097276544	0	0
Aliivibrio	0	0	0	0	0	0.00783802394812	0	0	0	0	0	0	0.00322757299121	0	0	0	0	0	0	0	0	0	0.000531929144097	0	0
Alistipes	0	1.51566566873	0.00201950483864	0.685727641247	0.0383990760909	0.0948492319005	0.00523463500899	0.000404685632974	0.00204314914475	0.0102342833986	0	0.0636160823368	0.0910031509591	0.265598602101	0.00117409740144	0	0.011078321008	0	0.0214189227266	0	0	0	0.175080129338	0.0102398460263	0.000469595627259
Alkaliphilus	0	0.000833801933856	0.019887567887	0.02125474232067	0.086092036637578	0.000246907484032	8.43688194576e-05	0	0.00488520284824	0	0	0.0249876041199	0.04928192717872	0	0.004224654149	0	0.0132505841272	0	0.0256064963684	0	0	0.00832697787026	0.0150711923058	0.00110812514836	0
Allochromatium	0	0.00112025041301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000593425198416	0	0	0	0	0	0	0	0
Allomyces	0	0.000287844697199	0.000132030317163	0.000139661078688	6.87791301652e-05	0.000106546601614	5.82515254612e-05	0.000105829451756	0.00040072837326	0.00167273142555	0.0011365399231	0.000102692958511	4.39082272427e-05	0.00036556191506	0.000115139451013	0.000316155280664	0.000343077014541	0.000188374412843	0.000466772366965	0.000170923875805	0.00127627518001	2.24580878257e-05	6.07001460556e-05	0.0010520026649	9.21030617297e-05
Alteromonas	0	0	0	0.00161248529285	0	0.00183074773322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0800239520792	0	0
Ammonifex	0	0	0	0.00147926196393	0.000113827291891	0	0	0	0	0	0	0	0.00058133385366	0	0	0	0	0	0	0	0	0	0	0	0
Amphibacillus	0	0	0	0	9.55572807318e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amycolatopsis	0	0	0	0	0	0	4.06284304934e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anabaena	0	0	0	0	0	0	0	0.000569651504621	0	0	0	0.00497491743776	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerobaculum	0	0	0	0.00738387366769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043782840436	0	0
Anaerococcus	6.98225506789e-05	0	0.00399145201571	0.0650209572524	0.00519821135849	0.020740866332362	0	0.000799841255421	0	0	0	0.00146740825558	0.000663702041697	0	0	0	0.00326821527482	0	0	0.00775088400081	0	0.000641819730536	0.06874465683934	0	0
Anaeromyxobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.78530734359e-05	0.000517486396817	0
Anaplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00147988010895	0	0	0	0	0	0	0	0
Anoxybacillus	0	0	0	0	0	0.000427557196332	0.000146097215508	0	0	0	0	0.00824186088697	0	0.00366737711764	0	0.00317172165414	0	0	0.00312182465264	0.0034294727386	0	0.000450606444516	0	0	0
Archaeoglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000805023323481
Aromatoleum	0	0	0	0.00101249049398	0.00555756801127	0	8.79795280471e-05	0.000319676614312	0	0	0	0.000620404561224	0	0	0	0	0	0	0	0	0	0	0	0	0.000370951494163
Arthrobacter	0	0.03247558747164	0	0.00274724876257	9.39543259996e-05	0.02391919366695	0.000405719525873	0.018039606161597	0	0.00731200191866	0.00112912519925	0.003581832007366	0.00049167819027	0.00817445990616	0.01246913039217	0	0.0024004050061	0	0.01221655076717	0.0345560862934	0.01216710438846	0.020210486392126	0.001350071389804	0.04159823173002	0.00345841616025
Arthroderma	0	0.000739786190141	0.000678659056551	0	3.31440776666e-05	0.00027383413781	3.74278860356e-05	0.000271990999595	0.00240311672225	0.000429906689433	0	0.000521966308986	0.000225696012216	0.00187905255184	4.93197527629e-05	0.00243764063939	0.000293912701284	0.000645518413473	0.00199941006603	0.000658934092495	0.000298194497425	0	2.22863877781e-05	0.000860280712196	0
Arthrospira	0	0	0	0	0	0	0	0	0	0.00477452039875	0	0	0	0	0	0	0.000362686503896	0	0	0	0	0	0	0	0
Aspergillus	3.87924925924e-06	0.045206792540961	0.063025000360444	0.022981273515155	0.0714512956684873	0.0563195185385463	0.00133742691777974	0.0824470356771113	0.031306478967259	0.013005559566704	0.005973250591604	0.0077397286331159	0.008519292545134	0.0148040798985	0.0068419341279268	0.092774185797705	0.0063803246829611	0.00443182827688	0.013725310683075	0.007199682339982	0.103992383012932	0.0041371659527882	0.039812686836752	0.004148805992957	0.002344494296
Asticcacaulis	0	0	0	0	0	0	0	0	0	0	0	0	0.000291028373653	0	0	0	0.00202128954158	0	0	0	0	0	0	0	0
Atopobium	0	0	0	0.0661403152187	0.00174948522995	0.012574524465653	0.000255736312787	0.00978875488413	0	0	0.00382272370175	0	0.006980783262119	0	0.026233713968599	0	0.0126932408549	0	0	0.05043066661711	0.00429271975533	0	0.082420313780877	0	0
Aureoumbra	0	0	0	0.11837316986	0.049447022722	0.0516035333105	0	0.0160175616708	0	0	0	0.248685524691	0	0	0.32529754461	0	0	0	0	0	0	0.0135963590772	0.283488408425	0	0
Azoarcus	0	0	0	0.00619792573135	0.000841627687493	0	0	0	0.00174349576766	0	0	0	0	0	0	0	0	0	0	0	0.00151441079649	0	0	0	0
Azorhizobium	0	0	0	0	0	0	0	0	0	0	0.00989126906682	0.00655404489591	0	0	0	0.00168146542014	0.000810954717054	0.00467537222846	0	0.000909055151756	0.00123415337223	0	0	0	0
Azospira	0	0	0	0	0	0.0003197145082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00512891467815	0	0	0	0	0
Azospirillum	0	0.000540845179646	0.00297693699274	0	0.000401917180584	0.00035555817318	0	0.000622094504778	0.00401572118361	0.00405984059687	0	0.002056936834411	0.001179264966757	0	0	0.00791284698415	0.00127209684883	0	0	0	0	0	6.5172805668e-05	0.000797875679931	0
Azotobacter	0	0.00383041756693	0.00702783481717	0	0.000228815044177	0.000453709076863	0.00162785037924	0	0.00426606990627	0.00534226399127	0.007699595765	0.000546623809449	0.00093487548862	0	0.00102145863168	0.00336572256558	0.00040581396414	0.00467925347238	0.00165638678688	0	0.00185276685051	0.00286900890534	0.000276943275945	0.000509063587198	0.00098050980699
Babesia	0	0	0	0	0	0	0	0	0	0	0	0.00067206936352	0	0	0	0	0	0	0.00203651358459	0	0	0	0	0	0
Bacillus	3.22260077956e-05	0.0201805503456	0.0106149126338	0.053640778080599	0.0163614228301181	0.013089248200169	7.77574649594e-05	0.000711226613038	0.00761313504062	0.00188251497028	0	0.018450758239948	0.035549330311509	0	0.004988818947605	0	0	0.002683976017933	0	0	0.00572543901487	0.012240453306669	0.0089186841223208	0.00533767577633	0.00514046140486
Bacteroides	0	24.9104739445274	2.2540685325822	12.5466872419307	14.1838548833902	11.4779143500852	0.115779156683709	2.05116906107778	3.22650364854361	1.3240204843112	0.54465498520708	0.50887746226439	7.60840485342053	14.0200193465906	1.93922512424717	1.95095113563726	0.721933633930751	0.404847316055355	17.4761669022757	0.692429352432931	0.371223261125039	38.1735780936785	34.1860146671899	0.962221493867051	0.836394465129582
Batrachochytrium	0	0.000693063844489	0.000635797289945	0	5.17513532869e-05	0.000256539717599	3.50640697712e-05	0.00012740649282	0.00225134415385	0.00241653158916	0.000497550327521	0.000494522062212	0.000158581372561	0	9.2409774377e-05	0	0.000275350188217	0.000453562271734	0.000374626843686	0.000205772695542	0.000558723121747	0	0	0.000345406434809	7.39209982243e-05
Beggiatoa	0	0.00924234803384	0.0056524468651	0	0	0.001071777989086	6.94038130441	0.003992115020707	1.42393776313	8.61498777245	19.1311441632	27.6783212719269	0	0.039125848994	20.7844760532	0	0.0212155984583	0.00268821177392	0	0	0.186705399754037	0.00576881814059	0.0025986785282	0.212907186249	0
Belliella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00236046722546	0	0
Bermanella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134546700386	0.0110833383646	0	0	0	0	0	0	0.000607983570696	0	0
Betaretrovirus	0.0179532326192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beutenbergia	0	0	0	0	0	0	0	0	0	0	0	0.000628120714923	0	0	0	0	0	0	0	0	0	0.000274729453418	0	0	0
Bifidobacterium	0	3.22958063724586	0.0162005148227	0.64652099385794	0.032009862720428	0.245213983587198	0.000823648385056	4.86765341229387	0.06686446996791	0.0119952430537	0.0023817295418	0.0049760905947	0.000620841088242	1.42993441363615	0.001460084178992	0	0.00272646341599	0.00639929224623	0	2.5886387039769	0.00171447876664	0	0.263828823911007	0	0.00464331796221
Bigelowiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00580388064999	0.00448195393861	0	0
Blastococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280112569332	0
Blastocystis	0	0	0	0	0.0177158696229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastomyces	0	0	0	0	0	0	6.24395566954e-06	0	0	0	0	0	0	0	0	0	0	5.01504555281e-05	0	0	0	0	0	0	0
Blattabacterium	0	0	0	0.01785131307077	0	0.00379803486603	0	0	0	0	0	0	0.00195647931805	0	0	0	0	0	0	0	0	0	0.00708741463151	0	0
Blautia	0	0.679586969338	1.67110456371	0.147155380999	0.275688368348	22.4479260747	0.00047505680625	0.0245974251725	0.126364496045	0	0.16852341377	0.407856951447	3.98510975924	0.643951170166	0.0115809147728	0.623956118689	0.00435226559589	0.00102416255753	0	0	0	0.001831517268	0.020508218493	0.0124790745512	0
Bordetella	0	0.00083890592608	0.00153917743239	0.020612496757762	0.0305069499922389	0.00361184893321	0.00016977054081	0.018624047407028	0.01309982948647	0	0.00111603550797	0.001309700894893	0.001531371583064	0	0.00103640359361	0.00170748322735	0	0	0.00168814500059	0.00923121228521	0	0.000818319334021	0	0.00103302339377	0
Borrelia	0	0	0	0	0.000628471824606	0	0	0	0	0	0	0.00326165375756	0	0	0	0	0	0	0	0	0	0	0	0	0
Botrytis	6.31161984976e-06	4.90368295263e-05	0	1.90339765122e-05	2.92927967207e-06	4.35627205153e-05	0	1.80289608776e-05	0	0.00239369962717	0	3.49892643434e-05	0.000164563203878	0.000124553257257	1.30766664247e-05	0.000215439127454	7.81960566098e-05	0	0.000106024937332	0	7.9063453364e-05	0	0	0.000456190604161	0.000188286621814
Brachybacterium	0	0	0	0	0	0	0	0.000418034914985	0	0	0	0	0	0	0	0.00499535596873	0	0.000992125605255	0	0	0	0	0	0.000755544694854	0
Bradyrhizobium	4.65956854199e-05	0.10351953642429	0.0559371328371	0.02063857002863	0.001305841848497	0.005930529009497	0.0024531937503754	0.00524057148403	0.050155590416497	0.02999396602987	0.031778422824574	0.040617852928183	0.020498965069581	0.0245836820174	0.004347723869431	0.00744139692543	0.019376613463168	0.006581549794359	0.012911384330836	0.01744222896567	0.00573404670573	0.003454368514253	0.0006913332088055	0.02060379349501	0.00185815230398
Brevibacillus	0	0	0	0.000253386770449	0.00319763653488	0.00792559731816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium	0	0	0	0.00036534117448	0	0.00111486638758	0	0.000346050744439	0	0	0.00135140413508	0	0	0	0	0	0	0.0041064249895	0	0	0	0.000293741973781	0.000113418768899	0	0
Brevundimonas	0	0.00119302406344	0.00207405727392	0.001340651747726	7.12668655596e-05	0.00202701615984	0.000114383766827	0	0	0	0	0.00255377650188	0.00249051232448	0	0	0.00262072472611	0.00179645956275	0.00893210531776	0.00257949591733	0.00134251706546	0.00273394627445	0.000352792914643	0.000136219340873	0.02261843780478	0
Brucella	0	0	0	0	0	0	0.000856452520662	0	0	0	0	0	0.00190803995779	0	0.000967346566875	0	0	0	0	0	0.00200141465179	0	0	0	0
Bryopsis	0	0	0	0	0.00160030434298	0	0	0	0	0	0	0	0	0	0.00714395633526	0	0	0	0	0	0	0	0.00322817881757	0	0
Burkholderia	0.000289639852308	0.091988577940227	0.178502718972661	0.097247370942829	0.157158798443121	0.103672615642625	0.0532093674086552	0.404512516785912	0.253492163948336	0.209452450146896	0.088828546959548	0.110307454679104	0.084127174119418	0.10070514453178	0.075977446914929	0.17456298586236	0.078037222322844	0.067931467040568	0.125859981247496	0.087725107776411	0.125639640759263	0.029603848568343	0.0280609664949734	0.054796422752376	0.024001890879423
Butyrivibrio	0	0.000933118737663	0	0.00398415973016	0.00239686636309	0.000552634841596	0	0.00171535979977	0	0	0	0	0.00284678439286	0	0	0	0	0	0	0	0	0	0	0	0
C2likevirus	0	0	0	0	0	0	0	0	0.345309220146	0	0	0	0	0.473001592068	0	0	0	0	0	0	0	0	0.0224166665672	0	0
Cafeteria	0	0	0	0.221798500898	0.597348756436	1.01525249852	0	0.735305506179	0	0	0	0	0	0	0	0	0.0504488279722	0	0	0.113103151147	0	0	0.0918086605902	0	0
Caldanaerobacter	0	0	0	0.000695372857571	0	0.000530495793998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00237463425518	0.00119043724562	0
Caldicellulosiruptor	0	0.00614665445476	0	0.025520278808315	0.0267655686626351	0.0501109652559	0.000821179563468	0.00124434188882	0	0	0	0	0.0196183588744	0	0	0	0	0	0	0	0	0	0.00142742371128	0	0
Caminibacter	0	0	0	0	0	0.000731626333947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campylobacter	0	0.0175280564606	0.01328082163318	0.012159083198	0.0067460259427981	0.006391589801339	0.000368776948348	0.004373713690966	0.0135302332828	0	0.01104955469214	0.00283088866405	0.006926368701351	0	0.177877311285632	0.0045803534849	0.00346554439019	0.14935339963873	2.72777253345411	0	0	0.02176204984253	0.017583355224817	0	0
Candida	0	0	0	0.000326514383415	5.02497176753e-05	0	0	0.000123709620862	0.000521499298067	0.000391068775327	0	0.000120043208689	0.000102653279494	0	0	0	8.91201765168e-05	0.000245146414945	0	0	0.000271255506796	0	0	0	7.17760803365e-05
Candidatus Accumulibacter	0	0	0	0	0.00476616564058	0	0	0.00284801167515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Amoebophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000262845314282	0	0
Candidatus Arthromitus	0	0	0	0.0226511476308	0	0	0.000256728629762	0	0	0	0	0	0	0	0.00473617707102	0	0	0	0	0	0	0.085517208958	0.00611474961869	0	0
Candidatus Azobacteroides	0	0	0	0.015629770622	0.000400896867529	0.00198730975424	0	0	0	0	0	0.00478857877797	0	0	0	0	0	0	0	0	0	0	0.00323480163375	0	0
Candidatus Desulforudis	0	0	0	0	0.000731538294185	0.000518050296504	0	0	0	0	0	0	0.00106745169707	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Endolissoclinum	0	0	0	0	0	0.000821735170163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100317159867	0	0
Candidatus Endoriftia	0	0	0	0	7.66511475638e-05	0.00037997197176	0	0.000471768043805	0	0	0.00184235779129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Methylomirabilis	0	0	0	0.000579556192729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Midichloria	0	0	0	0	0	0	0	0	0	0	0.00498553723679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Moranella	0	0	0	0	0	0	0	0.00280737454512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Pelagibacter	0	0.0287940823029	0	0.00993477109691	0	0	0.00485591488143	0	0	0.0148736891978	0	0.0205454505717	0.0165930919325	0.024378932972	0.00682535714786	0	0.0101686395621	0	0	0	0.020633557859	0.0169739996042	0.00539737039015	0	0.00136494547522
Candidatus Ruthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000426691874789	0	0
Candidatus Sulcia	0	0	0	0.0295774124222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00806901393396	0	0
Capnocytophaga	0.0001429278417608	0	0.00540173601301	0.00241754962986	0.00018411727855	0	0.00045707537548	0.00113319436294	0	0.00637412211174	0.01538243899431	0.00439843842211	0	0	0.042425148745599	0	0.000833288734446	0.00254107771957	0	0.00186818178874	0.00792050453666	0.004721301214294	0.002258725754815	0	0
Capsaspora	0	0	0	5.68907814618e-05	0	8.6803273824e-05	1.48304328771e-05	0	0	0.000340692621272	0	0	0.000134144747981	0	0	0.00128785493777	0	0.000127890171153	0.00063379730824	0	0.000472626583738	4.57413825866e-05	8.83076264851e-05	0.000973936564348	0.000437710902738
Carboxydothermus	0	0	0	0.000664343242354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carnobacterium	0	0.0107142259482	0	0	0	0	0	0	0	0	0	0	0	0	0.000897655294758	0	0	0	0	0	0	0	0	0	0
Catenibacterium	9.87681737677e-05	0	0	0.18932728809	0.0118570041249	0.00091127227579	0	0.00848567468539	0	0	0	0	0	0	0.000820637698811	0	0.000815075195775	0.0147686876775	0	0	0	0	0.0541406058961	0	0
Caulobacter	0	0.00697911903043	0.00161982947265	0.00102806902067	5.27390529211e-05	0.000206667393129	7.0618693666e-05	0.000324595268557	0	0.00205221022047	0.00126761579106	0.000497981298952	0.000269346624729	0	0.000235433649158	0.00193939412007	0.00224040425699	0	0	0.000828848393589	0.00213519983642	0.00021780865815	8.40996250723e-05	0.000463763454902	0.00037665908133
Cellulomonas	0	0	0	0	0	0.0070847086004	0.00010086917494	0	0	0	0	0	0	0	0	0	0	0.001710500511365	0	0.00228833816512	0	0	0	0.005277154069639	0.000850597223909
Cellulophaga	0	0.000840831597855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosilyticum	0	0.00697509550558	0.00159968913933	0.130633517828	0.22661450761	0.144583773264	0	0	0	0	0	0.0665666003544	0.0784693135189	0.00221458767137	0.00720769710421	0.0153222435479	0	0	0.00188514956771	0.00828370555041	0	0	0.154654099224	0	0
Cellvibrio	0	0	0	0	0	0	9.08762219805e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetomium	0	0	0	0	0	0	0	0	0	0	0	8.40661476224e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Chattonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110626339632	0	0
Chelativorans	0	0.000832852601041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179545361486	0
Chlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0080467648685	0	0	0	0	0.00398179259125	0	0	0	0	0
Chloracidobacterium	0	0	0	0.00259042973218	0.00186041531437	0.00164685279104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134031498805	0	0
Chlorella	0	0	0.0500708021826	0	0	0.00808128606713	0	0	0	0	0	0	0	0	0.00727752635272	0	0	0	0	0	0	0	0.0690592525468	0	0
Chlorobium	0	0	0	0	0	0.00044048751726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000896242858867	0	0
Chromobacterium	0	0	0	0.0134321761231	0.00578809589489	0.00845404463157	0.000262615024705	0	0	0.0020109775148	0	0.000617293449924	0.000263934951993	0.00659224290485	0	0	0	0.00452931896662	0	0	0	0	0	0	0
Chromohalobacter	0	0	0	0	6.64204513435e-05	0	0	0.000817601494429	0	0	0	0	0.000339219674823	0	0	0	0	0	0	0	0	0	0	0.000738855116496	0
Chroococcidiopsis	0	0	0	0	0	0	0	0	0	0	0.000882222483655	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrysodidymus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321255041637	0	0	0	0	0	0	0	0	0	0
Citreicella	0	0	0	0	0	0	0	0.00109762444637	0	0	0	0	0	0.00189573737732	0	0	0	0	0	0	0.000601684560578	0	0	0	0
Citrobacter	0	0.04215662525217	0.0398138605448	0	9.32372769414e-05	0.033138952494416	0.00061113893434	0.000319129660845	0.00322240000875	0.0020176546459	0.00124627139292	0	0	0.0102341674108	0.002298118370961	0.346616617799	0.000399927954967	0.006004907690391	0	0	0.001349389627006	0.000235616350858	0.000104595334164	0	0
Clavibacter	0	0	0.0110778317572	0	0	0.000357586152134	0	0	0.00448301228052	0	0	0	0	0	0	0.0636638326761	0	0	0.00523500529867	0.00143411451259	0	0	0	0	0
Clavispora	0	0.000678550277439	0	0.000131691936121	0	0.000100466990414	3.43297871626e-05	0.000124738451931	0	0.00157728439528	0	0.000242083096083	0.000103506995499	0	0	0	0	0.000296042765052	0	0	0.000273511403233	0.000105883081211	0	0.000225448813538	0
Clostridium	0	0.06617130322843	0.4590762822349	0.407192111625939	0.774087753795291	1.84649244642786	0.006251755943463	0.136910285456904	1.48116548422514	0.1065616298357	0.02139557113891	0.297086064768387	0.231991451025396	0.0370688306955	0.16390205293513	0.0541285393359	0.02601564939329	0.0273882372617	14.1559609199929	0.06513440576689	0.019417784240734	12.7704837058009	0.22950562245037	0.019157231137613	0.06595107876633
Coccidioides	0	0.020666709891245	0.004776195700566	0.0047031553878423	0.0011743822518619	0.0040475966141013	0.0002192379324517	0.0017582460676046	0.009408522682289	0.004875759818445	0.004722775524407	0.003691649258998	0.0016325049662751	0.001447283505716	0.0047448116723614	0.008469544886246	0.0003192475885341	0.001522100744864	0.011564493660132	0.013790526895245	0.000615090445883	0.000499166187671	0.0040674942844536	9.44807910484e-05	0.0003184256002043
