Taxon	Adenoma1.2065.S1.L001	Adenoma10.2757.S10.L001	Adenoma11.2775.S11.L001	Adenoma12.2799.S12.L001	Adenoma13.2803.S13.L001	Adenoma14.2817.S14.L001	Adenoma15.2847.S15.L001	Adenoma16.2873.S16.L001	Adenoma17.2937.S17.L001	Adenoma18.2967.S18.L001	Adenoma19.2971.S19.L001	Adenoma2.2113.S2.L001	Adenoma20.2995.S20.L001	Adenoma21.3129.S21.L001	Adenoma22.3133.S22.L001	Adenoma23.3141.S23.L001	Adenoma24.3217.S24.L001	Adenoma25.3273.S25.L001	Adenoma26.3373.S26.L001	Adenoma27.3379.S27.L001	Adenoma28.3391.S28.L001	Adenoma29.3399.S29.L001	Adenoma3.2123.S3.L001	Adenoma30.3509.S30.L001	Adenoma4.2143.S4.L001	Adenoma5.2243.S5.L001	Adenoma6.2453.S6.L001	Adenoma7.2475.S7.L001	Adenoma8.2555.S8.L001	Adenoma9.2717.S9.L001	Cancer1.2355.S61.L001	Cancer10.2567.S70.L001	Cancer11.2573.S71.L001	Cancer12.2575.S72.L001	Cancer13.2579.S73.L001	Cancer14.2611.S74.L001	Cancer15.2613.S75.L001	Cancer16.2619.S76.L001	Cancer17.2625.S77.L001	Cancer18.2629.S78.L001	Cancer19.2633.S79.L001	Cancer2.2455.S62.L001	Cancer20.2667.S80.L001	Cancer21.2671.S81.L001	Cancer22.2703.S82.L001	Cancer23.2705.S83.L001	Cancer24.2727.S84.L001	Cancer25.2735.S85.L001	Cancer26.2763.S86.L001	Cancer27.2771.S87.L001	Cancer28.2777.S88.L001	Cancer29.2801.S89.L001	Cancer3.2513.S63.L001	Cancer30.2863.S90.L001	Cancer4.2521.S64.L001	Cancer5.2523.S65.L001	Cancer6.2535.S66.L001	Cancer7.2537.S67.L001	Cancer8.2543.S68.L001	Cancer9.2547.S69.L001	Healthy1.2027.S31.L001	Healthy10.3087.S40.L001	Healthy11.3123.S41.L001	Healthy12.3211.S42.L001	Healthy13.3241.S43.L001	Healthy14.3245.S44.L001	Healthy15.3247.S45.L001	Healthy16.3251.S46.L001	Healthy17.3257.S47.L001	Healthy18.3293.S48.L001	Healthy19.3339.S49.L001	Healthy2.2779.S32.L001	Healthy20.3341.S50.L001	Healthy21.3347.S51.L001	Healthy22.3363.S52.L001	Healthy23.3367.S53.L001	Healthy24.3403.S54.L001	Healthy25.3405.S55.L001	Healthy26.3407.S56.L001	Healthy27.3439.S57.L001	Healthy28.3499.S58.L001	Healthy29.3529.S59.L001	Healthy3.3021.S33.L001	Healthy30.3291.66.S60.L001	Healthy4.3023.S34.L001	Healthy5.3043.S35.L001	Healthy6.3061.S36.L001	Healthy7.3063.S37.L001	Healthy8.3073.S38.L001	Healthy9.3075.S39.L001
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__Sphingobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	277.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Bacteroidetes;c__unassigned;o__unassigned;f__unassigned	0.0	89.0	37.0	222.0	7.0	6.0	23.0	12.0	29.0	89.0	6.0	26.0	6.0	116.0	14.0	8.0	12.0	2.0	9.0	28.0	3.0	16.0	43.0	61.0	37.0	0.0	33.0	14.0	21.0	15.0	7.0	18.0	42.0	32.0	10.0	4.0	8.0	11.0	18.0	8.0	41.0	12.0	0.0	6.0	0.0	28.0	44.0	62.0	50.0	27.0	0.0	44.0	86.0	5.0	32.0	3.0	1.0	18.0	48.0	214.0	3.0	2.0	9.0	28.0	1.0	22.0	7.0	6.0	8.0	2.0	9.0	7.0	13.0	102.0	3.0	7.0	47.0	8.0	1.0	4.0	35.0	5.0	33.0	9.0	85.0	11.0	2.0	39.0	4.0	15.0
k__Bacteria;p__DeinococcusThermus;c__Deinococci;o__Deinococcales;f__Deinococcaceae	13.0	0.0	4.0	9.0	44.0	0.0	1.0	0.0	0.0	260.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	50.0	0.0	1.0	0.0	40.0	1.0	18.0	2.0	100.0	0.0	0.0	0.0	0.0	14.0	1.0	35.0	0.0	0.0	5.0	3.0	0.0	357.0	2.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	1.0	0.0	2.0	0.0	156.0	0.0	0.0	1.0	4.0	0.0	349.0	749.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	332.0	0.0	0.0
k__Bacteria;p__DeinococcusThermus;c__Deinococci;o__Thermales;f__Thermaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_1	7.0	0.0	1.0	2.0	16.0	0.0	0.0	1.0	0.0	137.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	0.0	0.0	93.0	0.0	0.0	29.0	1.0	0.0	0.0	22.0	0.0	7.0	0.0	93.0	0.0	0.0	0.0	0.0	28.0	0.0	16.0	0.0	0.0	1.0	1.0	0.0	225.0	1.0	0.0	0.0	0.0	1.0	10.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	34.0	0.0	3.0	0.0	0.0	1.0	1.0	128.0	0.0	0.0	6.0	3.0	1.0	224.0	364.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	219.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Incertae_Sedis_XI	0.0	0.0	1.0	115.0	0.0	0.0	10.0	29.0	7.0	12.0	0.0	0.0	0.0	0.0	2.0	11.0	0.0	0.0	1.0	4.0	0.0	3.0	0.0	0.0	7.0	0.0	6.0	2.0	0.0	1.0	3.0	13.0	17.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	5.0	11.0	1.0	0.0	0.0	13.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	0.0	0.0	6.0	8.0	1.0	2.0	1.0	5.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	5.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	2.0	3.0	0.0	3.0	0.0	10.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae	3.0	0.0	0.0	0.0	12.0	9.0	0.0	0.0	0.0	106.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	2.0	9.0	0.0	0.0	59.0	0.0	0.0	24.0	1.0	1.0	1.0	23.0	20.0	11.0	0.0	33.0	0.0	0.0	0.0	0.0	8.0	0.0	24.0	0.0	0.0	2.0	2.0	0.0	113.0	0.0	0.0	1.0	0.0	0.0	10.0	4.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	1.0	4.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	2.0	6.0	208.0	243.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	399.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	11.0	0.0	2.0	8.0	33.0	0.0	2.0	3.0	0.0	215.0	0.0	0.0	1.0	11.0	2.0	4.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	116.0	1.0	0.0	60.0	1.0	3.0	0.0	69.0	1.0	36.0	10.0	138.0	0.0	0.0	2.0	0.0	28.0	3.0	45.0	0.0	0.0	4.0	2.0	3.0	428.0	0.0	4.0	0.0	0.0	3.0	17.0	0.0	0.0	6.0	3.0	2.0	2.0	1.0	1.0	3.0	82.0	0.0	1.0	2.0	0.0	2.0	0.0	220.0	4.0	0.0	1.0	3.0	2.0	557.0	638.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	8.0	0.0	442.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae_1	101.0	0.0	26.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	66.0	13.0	0.0	0.0	0.0	0.0	0.0	15.0	15.0	15.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	142.0	0.0	3.0	0.0	0.0	0.0	0.0	20.0	0.0	4.0	46.0	0.0	9.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	174.0	0.0	6.0	0.0	0.0	0.0	10.0	5.0	0.0	0.0	0.0	5.0	1.0	0.0	9.0	6.0	0.0	0.0	2.0	0.0	0.0	27.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae	0.0	2.0	3.0	59.0	0.0	1.0	1.0	20.0	0.0	12.0	5.0	0.0	0.0	3.0	0.0	3.0	1.0	0.0	0.0	14.0	0.0	4.0	0.0	1.0	5.0	0.0	25.0	4.0	0.0	8.0	4.0	0.0	1.0	1.0	2.0	0.0	0.0	4.0	0.0	0.0	50.0	0.0	2.0	6.0	1.0	16.0	1.0	4.0	7.0	0.0	0.0	21.0	1.0	0.0	0.0	0.0	1.0	0.0	13.0	4.0	0.0	0.0	6.0	8.0	0.0	2.0	4.0	6.0	1.0	2.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	8.0	2.0	3.0	1.0	3.0	5.0	2.0	6.0	0.0	3.0	46.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae	22.0	0.0	0.0	28.0	6.0	0.0	13.0	50.0	0.0	55.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	39.0	0.0	6.0	15.0	63.0	0.0	0.0	12.0	0.0	2.0	1.0	36.0	0.0	0.0	11.0	0.0	22.0	0.0	7.0	4.0	0.0	2.0	8.0	1.0	94.0	36.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	30.0	35.0	0.0	2.0	0.0	13.0	3.0	0.0	44.0	669.0	0.0	0.0	2.0	0.0	169.0	212.0	0.0	0.0	5.0	0.0	8.0	3.0	0.0	1.0	0.0	80.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	24.0	19.0	14.0	101.0	12.0	1.0	7.0	277.0	38.0	71.0	3.0	0.0	1.0	132.0	10.0	1.0	3.0	6.0	1.0	16.0	2.0	21.0	8.0	24.0	8.0	0.0	20.0	5.0	12.0	5.0	10.0	5.0	7.0	35.0	26.0	2.0	0.0	66.0	1.0	7.0	38.0	8.0	0.0	8.0	15.0	13.0	28.0	80.0	72.0	50.0	3.0	29.0	8.0	34.0	7.0	2.0	4.0	7.0	19.0	64.0	1.0	0.0	1008.0	23.0	8.0	2.0	5.0	1.0	6.0	1.0	31.0	7.0	0.0	17.0	203.0	0.0	156.0	134.0	8.0	2.0	0.0	0.0	26.0	1.0	13.0	1.0	0.0	87.0	0.0	6.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae	0.0	0.0	8.0	31.0	6.0	0.0	5.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	138.0	0.0	1.0	0.0	0.0	2.0	1.0	8.0	0.0	1.0	0.0	19.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	9.0	0.0	6.0	0.0	2.0	0.0	0.0	13.0	0.0	0.0	3.0	10.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	40.0	0.0	8.0	1.0	0.0	0.0	0.0	4.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae	27.0	151.0	664.0	5222.0	289.0	319.0	67.0	2180.0	284.0	176.0	178.0	204.0	92.0	1099.0	73.0	156.0	129.0	13.0	120.0	258.0	18.0	1107.0	40.0	132.0	114.0	18.0	442.0	73.0	83.0	289.0	244.0	75.0	94.0	1135.0	94.0	1.0	4.0	761.0	25.0	69.0	2043.0	625.0	17.0	30.0	45.0	222.0	494.0	2638.0	464.0	91.0	4.0	688.0	78.0	193.0	60.0	11.0	91.0	695.0	318.0	175.0	101.0	13.0	961.0	918.0	117.0	38.0	449.0	52.0	674.0	10.0	131.0	27.0	363.0	50.0	3328.0	69.0	370.0	757.0	103.0	253.0	55.0	144.0	68.0	193.0	94.0	849.0	53.0	529.0	33.0	90.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__unassigned;f__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1	1255.0	648.0	532.0	140.0	92.0	416.0	499.0	106.0	9.0	492.0	182.0	117.0	157.0	160.0	1094.0	668.0	104.0	760.0	337.0	1288.0	486.0	150.0	13.0	187.0	2.0	817.0	108.0	616.0	122.0	169.0	92.0	708.0	129.0	6.0	2405.0	1014.0	13.0	199.0	95.0	817.0	25.0	270.0	157.0	607.0	33.0	46.0	353.0	639.0	812.0	28.0	134.0	5.0	1340.0	626.0	2240.0	4.0	120.0	12.0	19.0	22.0	22.0	246.0	1022.0	92.0	1.0	25.0	1327.0	5.0	24.0	251.0	699.0	1676.0	71.0	107.0	10.0	404.0	1591.0	841.0	7.0	5.0	643.0	146.0	81.0	171.0	1500.0	850.0	276.0	603.0	77.0	23.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_4	32.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	2.0	0.0	15.0	10.0	0.0	0.0	0.0	0.0	0.0	29.0	5.0	11.0	3.0	20.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	2.0	5.0	5.0	0.0	0.0	2.0	0.0	7.0	0.0	0.0	2.0	0.0	5.0	0.0	6.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	27.0	0.0	1.0	0.0	0.0	16.0	1.0	2.0	0.0	0.0	0.0	19.0	15.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	43.0	1.0	0.0	0.0	0.0	9.0	16.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	8.0	0.0	4.0	70.0	0.0	18.0	26.0	1.0	1.0	0.0	3.0	1.0	1.0	0.0	2.0	3.0	0.0	477.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	2.0	125.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	4.0	4.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	12.0	0.0	2.0	0.0	2.0	0.0	8.0	0.0	1.0	0.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XII	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIII	22.0	5.0	0.0	3.0	0.0	0.0	244.0	13.0	2.0	3.0	1.0	3.0	1.0	0.0	50.0	46.0	0.0	18.0	2.0	158.0	25.0	9.0	2.0	0.0	1.0	40.0	2.0	0.0	0.0	2.0	7.0	4.0	2.0	0.0	0.0	0.0	62.0	0.0	0.0	7.0	0.0	7.0	2.0	60.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	46.0	77.0	2.0	2.0	7.0	0.0	0.0	13.0	6.0	0.0	0.0	0.0	9.0	2.0	1.0	0.0	4.0	1.0	3.0	2.0	8.0	0.0	1.0	22.0	0.0	110.0	2.0	4.0	4.0	5.0	6.0	3.0	6.0	10.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XIV	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae	382.0	563.0	769.0	38.0	123.0	96.0	370.0	56.0	79.0	61.0	423.0	1606.0	162.0	231.0	235.0	47.0	23.0	379.0	781.0	296.0	581.0	346.0	291.0	35.0	209.0	259.0	1639.0	269.0	229.0	38.0	84.0	596.0	2.0	130.0	23.0	72.0	97.0	155.0	333.0	506.0	12.0	362.0	267.0	351.0	31.0	6.0	148.0	1.0	0.0	62.0	172.0	733.0	32.0	325.0	1084.0	100.0	636.0	5.0	294.0	653.0	263.0	45.0	0.0	825.0	62.0	284.0	425.0	1.0	236.0	468.0	546.0	775.0	236.0	36.0	130.0	1110.0	246.0	74.0	176.0	72.0	1051.0	1531.0	70.0	238.0	486.0	592.0	57.0	26.0	421.0	282.0
