class	MMRS11288076ST	MMRS11664448ST	MMRS11932626ST	MMRS12272136ST	MMRS14379078ST	MMRS14602194ST	MMRS15137911ST	MMRS16644320ST	MMRS17603756ST	MMRS17963147ST	MMRS18295921ST	MMRS20257302ST	MMRS21365932ST	MMRS24340226ST	MMRS25211151ST	MMRS25641480ST	MMRS29805707ST	MMRS31306426ST	MMRS32573774ST	MMRS33294861ST	MMRS34525504ST	MMRS34569532ST	MMRS35808664ST	MMRS36405092ST	MMRS38861560ST	MMRS38954404ST	MMRS39415781ST	MMRS39582183ST	MMRS40913371ST	MMRS41266697ST	MMRS41711735ST	MMRS42570301ST	MMRS42780924ST	MMRS43563715ST	MMRS43939546ST	MMRS44197125ST	MMRS44203591ST	MMRS44587603ST	MMRS47662059ST	MMRS47685461ST	MMRS48639115ST	MMRS51307502ST	MMRS51410669ST	MMRS51728985ST	MMRS51737257ST	MMRS54246132ST	MMRS54316675ST	MMRS55294627ST	MMRS56137463ST	MMRS57276462ST	MMRS57569834ST	MMRS59699117ST	MMRS61683006ST	MMRS62192467ST	MMRS62376181ST	MMRS62666492ST	MMRS64281211ST	MMRS64281551ST	MMRS65205033ST	MMRS65742083ST	MMRS65862658ST	MMRS65945127ST	MMRS66868025ST	MMRS67096717ST	MMRS67690541ST	MMRS68630931ST	MMRS68910755ST	MMRS71238091ST	MMRS71762412ST	MMRS72802364ST	MMRS72980899ST	MMRS73787048ST	MMRS77018926ST	MMRS77321055ST	MMRS77487595ST	MMRS78791111ST	MMRS79893829ST	MMRS80093644ST	MMRS81130264ST	MMRS81135225ST	MMRS81671217ST	MMRS84085284ST	MMRS84159866ST	MMRS84954772ST	MMRS85382779ST	MMRS85438660ST	MMRS85548821ST	MMRS86168210ST	MMRS95277876ST
Bacteroidia	50.3216312647535	53.375203105098	49.3846415076879	55.5857489595676	45.3892444373093	44.2941241724131	57.5886746196075	32.4156459684242	69.4276600799552	58.1302209723663	47.8041610445462	45.727545529441	43.5886342462202	43.3430749663078	57.6124239297503	38.9270416185479	49.734881921512	81.4612182388225	52.5553059776801	44.2291938007027	54.0884211724773	47.2306681154426	32.8732819913614	41.105093173612	57.009425749786	55.2009752880074	54.0925227692635	39.9759512560871	59.2801835164732	69.8916760137061	44.2961664236683	66.1663356784343	69.3599496383164	49.7849012525376	36.9581295178517	75.0106883704157	92.0093274819165	30.9600638380613	45.0462622574647	86.4455815508799	35.8950383934573	28.6261170654007	34.8047458094913	0.324392985910352	44.2325893457385	36.6207803696257	46.4834986376263	65.0681985487227	66.047632783069	26.2469329704975	76.9823910439828	77.2367464340262	68.3557137144712	71.0361418432315	52.5515134618402	42.0236329086134	43.7056284954053	45.7518217089584	36.2052244533005	19.3901236440718	26.2200850790691	5.87093838406056	33.2661754763124	27.7617037710485	39.4740765086937	64.2684722145672	82.7799100548042	65.1743863053999	63.4103583312056	57.1587480122837	45.9658551776137	45.7198790811903	30.6798594886321	39.0133730277342	33.0195828949559	32.2019569787927	57.7558354214597	59.5751300038207	66.101892363756	67.5417020540716	19.7682755573344	69.5612608078635	37.6919417740637	66.4619093858799	42.9768821110024	67.3568226600154	65.083848791426	22.83292596302	33.879028811525
Bangiophyceae	0	0.01779023976433	0	0	0	0	0	0	0	0.00648454734216	0.0290983675667	0	0.00916997223985	0.01794790340146	0.0288842479396	0.0233766095349	0	0.00753625460936	0	0.0603313624487	0	0.2612781664014	0	0	0	0.00746818026732	0	0.297536200112	0.00451287933866	0.0145529241506	0	0.0227486689858	0.00719469887755	0.00767100580186	0	0.06313424425822	0	0	0.0383536246401	0	0	0.0256549321735	0	0.0126167886724	0.115594597305	0	0.0573560144062	0	0	0	0	0	0	0	0.00414374924623	0	0.0328306832259	0.0137598832574	0	0.008346983907	0.0055685574703	0	0	0	0	0	0.0167664463554	0	0	0	0	0	0.1814126310589	0	0.0538475907072	0	0.00876423946928	0	0	0	0.0385119042103	0	0	0	0	0.01158364493559	0	0.336982959669	0.145317244758
Betaproteobacteria	0.018439570416256	0.0843461329037291	0.030156416788382	0.103736722430464	0.0226321472102437	0.020074489716267	0.028894502105836	0.0225628419079532	0.089028762628003	0.065044768358957	0.193371747547857	0.127053829435266	0.032642441083739	0.012234860404594	0.005121392042231	0.035601432857173	0.011723214300267	0.050546630045922	0.044708519376978	0.035407215486418	0.309017447016655	0.425371657629429	0.10064744524126	0.023102940161377	0.028914736792746	0.026767435987285	0.006932994729134	0.116396313774652	0.027637373927693	0.0156408995884	0.0400345545571708	0.061734739168553	0.049225053894058	0.063244697979753	0.0094532572397455	0.020165072831983	0.002182660667111	0.071452546275966	0.023751123629987	0.010474717317805	0.0131059100709098	0.242789334141347	0.183261435892736	0.425106241822719	0.06212817499742	0.111228008534223	0.040395044407017	0.040426633117355	0.016058111860489	0.202694900873197	0.025147955829223	0.0085159546848966	0.013709154370636	0.073841365462118	0.069337157015822	0.029608483216981	0.0185881718163064	0.0323766140345196	0.093139559728623	0.068972916825942	0.08408755802589	0.010719527079896	0.082393806198937	0.014507938367354	0.050274279535339	0.030303716447513	0.014528754926768	0.048133392417657	0.1158314206716	0.030547690612608	0.026234249969685	0.014953558608016	0.147371873031616	0.030353102179839	0.150541748385828	0.081078361299445	0.082383186605337	0.028561883314574	0.033277355930335	0.058759212070608	0.044541029369017	0.07021583411132	0.098521929786227	0.054391894271901	0.072539189565615	0.008324401177867	0.020130622817425	0.351717036756737	0.297355813993757
Blastocatellia	0	0.00083347928783	0.00103583352142	0	0	0.000313368192991	0	0	0	0.000399704462269	0	0	0.000452119733049	0	0	0.000768379386258	0	0	0	0	0	0.000692663529768	0	0	0	0	0	0	0.000222504686875	0	0	0	0	0	0	0	0	0	0.000315166903457	0	0	0	0	0	0	0.000637729219329	0	0	0	0	0	0	0.000246838705269	0	0	0	0	0	0	0	0	0	0	0	0.000820064687332	0	0	0	0.000468727963768	0	0.000239431095594	0	0	0	0	0.00075212914658	0	0	0	0	0.000474701323933	0	0	0	0.000318013876841	0.000271349016632	0	0	0
Blastocladiomycetes	2.09276307111e-05	0.00024265662209	2.23384753728e-05	0.000116374460748	0	4.05480273632e-05	6.23995215523e-05	7.63057181559e-05	0.000116014896723	0.000103438880115	0.000717115899037	0.000208916190867	8.77525083136e-05	2.72654932925e-05	6.93500966253e-05	0	1.72521639379e-05	0.000192316175146	0.000119892910028	2.09206685513e-05	0.000636931751173	0.000492946546991	0.00016672781522	6.49479570828e-05	4.59768184362e-05	5.95646976253e-05	6.02193488505e-05	0.000175438558396	2.87908164697e-05	7.73694089133e-05	0	0.000294838033383	0.000183600082691	0.000146816147922	2.99171909886e-05	7.82720427339e-05	1.43782048372e-05	0.000372495531149	6.11711551037e-05	0	5.24604817865e-05	0.000409237116089	0.000333135632958	0	0.000399496050064	0.000495110781771	0.000468111322881	5.37890293264e-05	4.31242310589e-05	0.000205518951838	0.000130841485584	1.30007249816e-05	6.38789947378e-05	0	0.000132198828658	0.000193222439013	8.72836331022e-06	0.000329189728812	0.000917174750022	0.00031331093028	0.000177654759288	5.75436877654e-05	0.000501870977346	4.29695692187e-05	0.000185695328113	0.000138715189931	1.67157237717e-05	0.000175322168796	0	8.23854035855e-05	4.64714934359e-05	8.83950823706e-05	0.000746774803992	4.02095346696e-05	2.68423443155e-05	0.0001216514387	0.000559132188389	0.000113058295738	1.46781405345e-05	0.000262124919458	0.00021498259702	0.00013259780732	0.000277184731691	6.70138094503e-05	0.000123447455758	5.26664843343e-05	5.93863619203e-05	0.000920133006178	0.000411255758389
Caldilineae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000497514596245	0	0	0	0	0	0.000486926871112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018157420971	0	0	0	0	0	0	0	0	0.000535131939283	0	0	0.0015195651832	0	0	0	0	0	0	0	0	0.000245339116292	0	0	0.000298001963773	0	0	0	0	0	0	0.000245348707927	0	0	0	0	0	0	0
Chlamydiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000838261711362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001785075452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583319449226	0	0	0	0	0	0	0	0	0.00108699017423	0	0	0	0	0
Chlorobia	0.000900197833947	0	0.000494605007146	0.000429448817413	0.000641651982619	0.00044889494536	0.00155690304655	0	0	0.001693688756801	0	0.002326779497267	0.002211630147264	0.000301848028564	0.000919081501149	0.0018010385066	0.000813899781178	0.000540808890153	0.000665614153962	0.000362824858952	0.004906498697028	0.004489747906079	0.001638672632811	0	0	0.002771810406445	0.001431809064729	0.00232504843477	0.000300481175377	0.001498793442868	0	0.000601142043727	0.0012166056561	0	0	0.0004332630541	0	0.002665678959845	0.00054045853138	0	0	0.00376918821133	0.000882994581187	0	0.00153348468054	0.000996534525643	0.001416893630987	0.00118516917368	0	0.00272369723996	0.000362126626999	0.000292472856976	0	0.000932634375106	0	0.000803501363677	0.00046270027839	0	0.00299740414693	0	0.000554073230628	0.002916234681025	0.006557512981408	0.00113893240538	0	0	0	0.000493020347633	0.000671445342541	0.000971667412154	0	0	0.01243590898929	0	0.001870195658034	0.00193466355212	0.000697533078675	0.0029966732051	0	0.000527619216696	0.002209266120049	0	0.00696958369875	0	0.00054534061461	0.000778557250158	0.000939239222623	0.01011106820974	0.00396384120748
Chloroflexia	0.000208856043077	0	0	0	0	0.000202332998573	0	0	0.000359686879994	0	0	0	0.000287981104888	0	0	0	0	0	0	0.000205968719078	0	0.000485798766989	0.000234496156285	0	0	0	0	0.00475460369174	0	0.000644677383869	0.000269222168238	0	0	0	0	0	0	0	0	0	0	0.000503629009233	0	0	0	0.000447270651779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195097493567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000302364621062	0	0	0	0	0	0	0.001403213073227	0
Chlorophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00871044680157	0.00544182101165	0	0.013023090728	0	0	0	0	0	0	0	0	0	0	0.00596968725735	0	0	0	0	0	0	0	0	0	0	0.00180273647939	0.00893050586232	0	0.00716257065394	0	0	0	0	0.00363592567083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00881277349909	0	0	0	0	0	0	0	0	0.00588167636975	0	0	0	0	0	0	0	0	0	0	0
Chrysiogenetes	0.000408193813033	0	0	0	0	0	0	0	0	0	0.00127157804503	0	0.000570538083777	0	0	0	0	0	0.00058462834106	0	0	0	0	0	0	0	0	0.00256644917525	0	0.000301818342195	0	0.00265422514088	0	0	0	0	0	0	0.000397714826459	0	0	0	0.000649781650638	0	0	0	0	0	0	0	0	0	0	0	0	0.000628134524106	0	0	0	0	0	0	0.00266972793556	0.000279374073219	0	0	0	0	0	0	0	0	0	0.00156857539237	0	0.000474562699519	0	0.000441040817944	0	0	0	0	0.00180216439063	0	0	0	0	0	0.00145846381028
Chrysophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0345978758298	0	0	0	0	0	0	0	0	0	0	0	0.0610497602573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383282622058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0649663665256	0	0	0	0	0	0	0	0	0.0307612512001	0	0	0	0	0	0	0
Clostridia	45.2257895835775	42.2204717265943	37.5964612108119	41.7262592467473	42.4200198637602	46.4190579704475	21.9753011269805	31.2816909990233	15.4816775778525	35.6594844273539	41.6791128986699	34.383435788868	46.287218140152	15.8005408306605	29.6004351781583	46.0412736858284	46.9185437182199	14.1647773323525	36.757992491279	50.5082692015925	36.043756926705	45.3316246464333	20.1128848595666	41.1315204120556	35.3509359394685	40.3991310210405	42.6175967784313	51.3633631637236	29.6643192041513	15.3190155377628	20.1273865721315	25.7011509208381	21.8543026066669	38.1567410279423	52.6070536941812	15.3062140986267	5.39165206959424	31.3531488256014	27.0337384094145	10.5493293650545	50.8568764607293	50.5875289076966	55.1199387738206	1.15293437952663	51.2582389714238	47.587717961617	33.954033836111	16.9440260036342	28.74442076239	59.7420275203685	13.0282792993001	21.1975278192949	20.8394005344011	20.7908618914343	40.0123017363955	46.8637213133082	3.34319383034549	26.9046154538955	26.5298853228071	34.0691385806471	56.6025177222614	65.3512594581021	54.6232520000059	18.822019644328	52.9206113181245	30.8497297148482	13.9399887969062	25.3239317440203	27.9486039200728	30.6545726489504	15.6517148917514	46.3680882831992	55.2123098124703	51.3383552807413	43.7936197607897	59.228608423507	30.747526934104	24.6518844482676	25.0811264230919	28.3478110151566	74.1390089963753	18.930435343429	54.6355157075189	31.7978215199117	43.714258557494	21.7061723480722	27.581450130241	36.3624890522747	42.8847677716165
Coccidia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155973774904	0	0	0	0	0	0	0	0	0	0.146858380098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000369920515078	0	0	0.000151235325498	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852068781245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coriobacteriia	0.939380168991759	0.643430063215214	1.27134743378283	0.705133426316785	0.109980744425157	0.50094150639207	0.64851695433864	2.53426811573784	1.14089428041686	0.753607119622272	2.07748206026408	1.34295950396908	0.52241523802741	0.082415945766366	0.038690087432347	2.45984517013772	0.113436575330485	0.510613377768151	1.59278842742922	0.292182822782066	1.78542718139092	2.54838702488825	0.069969435417957	0.792185348929239	1.26319638578879	0.1351446379283	1.17183489304009	1.27469052455814	0.368630794372241	0.1979679336964	0.381748377394211	2.01948534087398	0.908957102053898	2.19412971704406	3.1648183382452	1.29032597256123	0.223807193034242	2.29389274641999	0.45788167052956	0.166748568812507	0.16240263478214	1.3565698739646	2.75784376204157	0.244666298026305	0.555555154434771	5.65769618124967	2.29920804504767	0.11577321105583	1.52186251748446	2.04486109188046	2.43556393852716	0.12650187602542	1.23666473371806	1.11980819973416	1.10887079923919	1.05535847990504	0.08019204182926	1.65699225077561	2.26124516810841	0.133491037334527	0.37295236437498	1.28809910554438	7.85203155336146	3.51283236949537	1.49547286628626	1.7943797072051	0.247985841961229	2.05663523248617	0.13368045335751	0.772276054170092	2.91735956232332	0.361579725480591	10.4003435075032	0.87289389268238	1.39705181934751	3.22175790204616	0.127496988126589	5.44477924858284	0.18804753084216	0.531059940463007	1.96346600932868	4.71630449533152	1.56956428235942	0.522178046664717	1.16187763986832	0.243833053276337	2.31291665314728	7.01165752391864	2.163703617621
Coscinodiscophyceae	0	0	0	0	0	0	0	9.04671760047e-05	0	0	0	0.000707681763237	0	0	0	0	0	0	5.92265191878e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.7745690141e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000285736778104	0	0	0	0	5.24186264513e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptophyta	0.0324968701541	0.0198155874701	0.0328352886475	0	0.0192076308654	0	0	0.00473956569506	0	0	0	0	0	0.0100193760702	0.0127421992909	0	0	0.0122453775987	0	0.1240934270515	0	0	0.00739709994896	0.0318222988558	0	0.0218885130598	0.118021764015	0.0322346064845	0.074059255095	0	0	0.0166685363892	0	0.0359674695392	0	0	0	0	0	0.0218603781823	0.00963894711539	0.0751921214846	0.0489675525497	0	0	0.0303234388961	0.0202375315518	0.0395322033964	0	0	0	0	0.0117369538192	0	0.0121449277128	0.0236681124245	0	0.0161291815802	0.0210649011646	0	0	0.0422916865653	0.100595363727	0	0.0330095842216	0.0145640880179	0	0.016106610687	0	0.0447754325349	0	0	0	0.03579578691238	0	0	0.1217210157656	0	0	0.0175134996875	0	0.0974526507453	0	0	0.13609141095	0	0	0	0.0824323869427
Cytophagia	0.000465998222146	0.000697382374755	0.001921597155698	0.000973217844253	0.000107862565714	0.001877471225442	0.000802165691613	0.000207712849093	0.000948448111532	0.001239562606703	0.001526541934683	0.001149308211449	0.001604572654674	0.000416091927019	0.000570467547304	0.000408925694633	0.000505125875824	0.001869084838788	0.000201620559346	0.000344183009315	0.00218467840785	0.012756612594022	0.000975282583931	0	0.001103470632683	0	0.000778959447816	0.002004749483438	0.000118825114357	0.000126846229789	8.3445561963e-05	0.004200863824958	0.000567007386766	0.000582994754438	0	0.000266331760474	0	0.002385020648732	0.001622295936459	0.001444229947188	0.000120411056221	0.001185688081032	0.000546171925604	0	0.000336234244283	0.002223853287282	0.000354776200858	0	0.0010812858769514	0.001887051748713	0.000134070666457	0.000107312874179	0.000238334591288	0.000198311180911	0.000813709901708	0.000263988250693	0.0002903205599416	0	0.000759382687577	0	0.000203882965615	0	0.000374005238522	0.000117413499892	0.001315617247539	0	0.000112441463835	0.000387200895588	0.007083147777562	0.001441353640618	0.000104199750683	0	0.00131336094508	0.000575187014977	0.001139924273146	0.000199446093285	0.001159521020652	0.003479280130051	0.000280922561556	0.000195341228024	0	0.001562085190621	0.000973913767073	0.000367499641893	0.000507148025672	0.002422733043136	0.000441914959459	0.017906880776889	0.002038306399268
