NormalizedPercentage	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
taxid:27350|Puccinia_striiformis_PST-78	0	0	0	0	1.28638386672e-05	5.00380896269e-06	0	0	0	0	0.000358784113209	4.03790585742e-05	4.80615810223e-05	1.14460119513e-05	1.16947392136e-05	2.10330492479e-05	0	1.18100145021e-05	0	0	0	0	0	5.33593150411e-05	1.57068326672e-05	5.38361871701e-05	0	3.80288061158e-06	0	3.75024532913e-06	7.95857684378e-06	0	1.07442127673e-05	0	3.49896965248e-05	2.12756870392e-05	2.62930382771e-05	0	0	0	0	0	0	0	0	0	0.000136832396784	0	0.000677019616103	0	0	1.12886294994e-05	0	0	9.87044571179e-05	3.54678797742e-06	5.2631141018e-06	3.25273448963e-05	0	1.00268996029e-05	0	0	0	0	2.11619127194e-05	0	0	0	0	1.72327867379e-05	7.90839768715e-05	0	9.59363089389e-06	2.08088879763e-05	0	0	0	0	0	0	0	3.87710461644e-05	0	0	0	1.50740121109e-05	0	0	0	0	0	0	0	7.95032758886e-06	0	0	3.38176479768e-05	1.18903547731e-05	0	0	0	0	9.28513591095e-06	0	5.5921465653e-05	0	0	0	4.93306552679e-05	6.95465529905e-05	8.73356159073e-05	0	0	0	0	0	0	1.09214764872e-05	0	0	0	0	5.64011033144e-05	0	0	0	1.99817070374e-05	0	0	0	0	8.96645869473e-05	0	4.99453353636e-06	0	4.27111235075e-05	0	0	0	0	6.98885838786e-05	0	0	0	1.84201733739e-05	0	5.39905158753e-05	0	0	0	9.17895993113e-06	0	4.67991015277e-06	5.96665168717e-06	0	3.53699287983e-05	0.00043861649349	0.000145681828953	0	1.47229641191e-05	0	1.35359150929e-05	0	6.2469666259e-06	0	0	0	0	0	2.86912622067e-05	0	6.98483164191e-06	0	0	1.70792552265e-05	5.29591013215e-06	5.29556717155e-06	0	1.05799415623e-05	6.86942396434e-06	2.88423564772e-05	4.08009325809e-05	4.61634129631e-05	0	0	1.22906786807e-05	2.05340202507e-05	0	1.4806516168e-05	0	0	1.11142102331e-05	6.94487552685e-05	0	0.000722126753631	0	0	1.13459971113e-05	4.06872407967e-06	2.29961981054e-05	5.32995598428e-05	2.09365701886e-06	1.03920397472e-05	2.02644097793e-05	0	0	0	0	0	1.43012169039e-05	1.54324161992e-05	5.17427261387e-06	0	0	0	0	0.000143919595498	0	0	0	4.29485660545e-06	0	0	0	0	0	1.87041535838e-05	1.22899706699e-05	9.65980960887e-06	0	0	0	0	0	0	0	0	0	4.26540952031e-06	1.02690040942e-05	3.41944062389e-05	0	0	0	0	1.16280640889e-05	7.54975612277e-06	0	7.4327958117e-05	1.65447944694e-05	0	0	0	0	8.27453089523e-05	5.31649274687e-06	0	0	0	0	6.42541294007e-06	8.19433746235e-06	1.45738116033e-05	1.51187448039e-05	0	1.83737544189e-05	7.88790446281e-05	9.05148634419e-06	1.64647541603e-05	0	1.53805002933e-05	7.85872926727e-06	0	0	0	8.26508241337e-05	0	4.13308642378e-06	0	1.92150175197e-05	0	0	0	0	2.3302321023e-05	0	0	0	1.78799598706e-05	0	7.67007052779e-05	0	9.84015834434e-05	0	0	0	0	0	4.46572689914e-05	0	0	1.45234947496e-05	0	0	0	0	2.72072095043e-05	0	0
taxid:2762|Cyanophora_paradoxa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.394068226591	0	0	0	0	0	0	0	0	0	0	0	0	0.151684408315	0	0	0	0	0	0	0.0341773656337	0	0	0	0.0177489275594	0	0	0	0	0.487986548731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144020284251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102174511164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157881069937	0	0	0	0	0	0	0	0	0.327141096855	0	0	0	0	0	0	0	0	0.0567230617843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0700555823744	0	0	0	0	0	0.0526626348227	0	0	0	0	0	0	0	0	0.155146874925	0	0	0	0	0.0297149586127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529439369288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00618625478082	0	0	0	0	0	0	0	0	0	0	0.0260094706218	0	0	0	0	0	0.00809082613785	0	0.0501423428032	0	0	0	0.167876089364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0643038546077	0.0858810669654	0.0804527866553	0	0	0	0	0	0	0.127382347015	0	0	0	0.0283568927835	0	0	0	0	0	0	0	0	0	0.023796066642	0	0	0	0	0.192927974402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215054125343	0	0	0	0	0	0	0.155541016952	0	0.129458775502	0	0
taxid:2771|Cyanidium_caldarium	0	0	0	0	0	0.00355931194845	0.00476603172852	0	0	0	0.0319013123448	0	0	0	0	0	0	0	0.010206388438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00713233934964	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148017888293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00812665582935	0	0.0202744512642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00701798138295	0.0164899632046	0	0	0	0	0	0	0	0	0	0	0.0161265386589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266839929075	0	0	0	0.124266559604	0	0	0	0	0	0.00809500436159	0	0	0	0	0.0816347331801	0	0	0	0.00196024421736	0	0	0	0	0.0112885941582	0	0	0.0072556350535	0	0	0	0	0.00730313488915	0	0	0	0	0	0	0	0	0	0	0	0	0.0163576673881	0.0758261402904	0	0	0	0	0	0	0	0	0	0.00548869708864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217856967212	0.0131948232765	0	0	0	0.0157636852426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536682191682	0	0	0	0	0	0	0	0.0137115840484	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234958284841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:278137|Mycobacterium_gilvum_Spyr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793348185076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000409707756312	0	0	0	0	0	0	0.000377315230759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108879930219	0	0	0	0	0	0	0	0	0	0	0	0	0.000278036076345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58998986342e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115074433027	0	0	0	0	0	0	0	0	0	0	0.000223700559539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313354424667	0	0	0	0	0	0	0	0
taxid:278197|Pediococcus_pentosaceus_ATCC_25745	0	0	0	0	0	0	0	0	0	0	0	0	0.0246156965479	0	0.000748711719336	0	0	0	0	0	0	0	0	0	0	0	0	0.00121732568342	0.0103388439842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0110948203221	0.0175203597423	0	0.00525377407311	0	0	0	0	0	0	0.00295190698915	0.000336951097091	0	0	0.00128386911486	0	0	0	0	0	0	0.00772534818554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00550493028725	0	0	0	0	0	0	0	0	0	0.00636719623749	0.00563221912789	0	0	0	0	0	0	0	0	0.0187958485985	0	0	0.0712847723756	0	0	0	0.00871289237421	0	0.0127184618356	0	0	0.000537832221047	0.0181793684763	0.000714502457872	0.115665686617	0	0	0	0	0	0	0	0.000672985475689	0.00110040285735	0	0	0	0	0	0	0.0235160045842	0	0	0	0	0	0	0	0	0	0	0	0.000702167901363	0	0	0	0	0	0	0.00432296858127	0.00113221337046	0	0.000582920718874	0	0	0.000476104700803	0	0.000398105960799	0	0	0	0.00192386554621	0	0	0	0	0.00178871036365	0	0.000176428580083	0.00546717558727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017788638337	0.021489944957	0	0	0	0	0	0	0	0	0.00187653929235	0.000332655641327	0	0	0.00620502883893	0.00843378217634	0	0	0	0	0	0.000372036985377	0	0	0	0	0	0	0	0	0	0	0	0.00232383611706	0	0	0	0	0	0	0	0	0	0.0002364641252	0	0	0	0.00163846086892	0	0	0	0	0.00100336498486	0	0	0	0.00258319906358	0.020818735571	0.0275396751874	0	0.0835738524179	0.00627941656729	0	0	0	0	0	0	0	0	0.00577072820181	0	0.0454922779252	0	0	0	0	0	0	0	0.00402500481218	0	0	0	0	0.00648950854343	0.000264605322615	0	0.0212204199119	0	0	0	0	0	0	0	0	0	0	0	0	0.00314989575139	0	0	0	0	0.00265238041439	0	0.0197496586102	0	0	0	0	0	0.00588331360892	0.0165474735456	0	0.0134485191568
taxid:2787|Porphyra_purpurea	0	0.0340863549818	0	0	0	0	0	0	0	0	0	0	0.272279242921	0	0.030115102253	0	0.00744443032871	0	0	0.259329328075	0	0.0811456488138	0	0	0.0566252918074	0.00462111567696	0	0	0	0	0	0	0	0	0	0.0109573968087	0	0	0	0	0	0	0.0171514477854	0	0	0.00405692799135	0	0	0.010566012214	0	0	0	0	0	0.0871452592625	0	0	0	0.0293727416829	0	0.00680880408521	0	0.0501811358466	0	0.0490446035946	0	0	0	0	0	0	0.308756804874	0	0	0	0	0	0.0144596498533	0	0.0255704811168	0.00470258983849	0.0798714018923	0	0	0	0	0	0	0.115322602865	0	0	0	0	0	0	0.0622991251587	0	0	0	0	0	0	0	0	0.0432009801719	0.0104023583592	0	0	0	0	0	0	0	0	0	0	0.0216329889242	0	0.0459825890754	0	0.0700568936521	0.203660378479	0	0	0.0283695893754	0	0	0.0162415193125	0	0.0107543884969	0.0895865942976	0	0	0.00257228289415	0	0	0	0	0	0.0879400413466	0	0	0	0	0	0	0	0	0	0.00358386535859	0	0.0176025443926	0.00964098268195	0.027656485561	0.00966004801606	0	0.112948055617	0	0.299910371168	0	0.0268102100295	0	0	0.0128692421626	0	0.0235127182008	0	0	0	0	0.00650444797397	0	0	0	0.0659711398635	0	0.0027273211304	0	0	0	0	0.0367732432495	0	0.00497746598183	0.0201415607314	0	0	0.0044735024648	0	0.0107227318543	0	0.0515163295845	0	0	0	0	0.00737968466975	0	0	0.189495900944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00340115570389	0	0.0247071397117	0	0	0	0	0	0	0	0	0.00264541674965	0	0	0	0	0	0	0.00666249009404	0	0	0	0	0.0142414330178	0.0417386243278	0	0	0	0.00462578935779	0	0	0	0	0	0.0526354931878	0	0.00478938867494	0	0	0.00727393373248	0	0.0328571785535	0	0	0	0	0	0	0	0	0	0	0	0	0.00423983593009	0	0	0.00607109994861	0	0	0	0	0	0	0.05958026538	0	0	0	0	0	0	0	0.0255611832864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005916048405	0	0	0
taxid:2788|Pyropia_yezoensis	0	0	0	0.107738604793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19198498424	0	0	0	0	0	0	0	0	0.0388680335105	0	0	0	0.0285741631007	0	0	0	0	0	0	0	0	0	0	0	0.00629526272116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0766274471155	0	0	0	0	0	0	0	0	0	0	0.0388708162667	0	0	0	0	0	0.220245595314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044612226395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0637835207539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0973707333107	0	0	0	0	0.131510239189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353697402169	0	0	0.00186128983079	0.0613000316554	0	0	0	0	0	0	0	0	0	0	0.0826952185213	0	0	0	0	0	0	0	0.0385833720041	0	0.100115207332	0	0	0	0	0	0	0	0	0.0628708597364	0	0	0	0	0.0253321897711	0	0	0	0	0	0	0.0391021504883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0452810421976	0	0	0.0120071790291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163910376778	0	0	0	0	0	0	0	0	0.0843993531437	0	0	0	0.0621323559872	0	0	0	0	0	0	0
taxid:279010|Bacillus_licheniformis_ATCC_14580_=_DSM_13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016245000691	0.000292167181606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000582598015814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00198493084174	0.000199273179957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000399074559351	0	0	0	0	0	0	0	0	0.000319437011197	0.0001480753646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.37618048216e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101221401881	0.0016800991646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:279238|Novosphingobium_aromaticivorans_DSM_12444	0	0	0	0	0	0	0	0	0	0	0.00497123183701	0	0	0	0	0	0	0	0	0.000872104775334	0	0.00043661861682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000435158624586	0	0.000348053288653	0.00092286419765	0	0	0.000218290236632	0.00341265394964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000337510674388	0	0	0	0	0	0	0	0	0	0	0.00288323263467	0	0	0.000735241334907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000394924966225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128482849213	0	0	0.00077319712955	0	0	0	0	0	0	0	0	0	0	0	0	0.00139476211202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000379835706975	0	0	0	0	0.00187550589827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190362381478	0	0.000282664264607	0	0	0	0	0.00028451475819	0	0	0	0	0	0.000320755435298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132941165968	0	0	0.000918305643454	0.000119017130951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000322231672324	0	0	0	0	0	0	0	0	0	0	0	0	0.000558610045785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221821080544	0	0	0	0	0	0	0	0	0.00123752211534	0	0	0	0	0	0.000711742497644	0	0	0	0
taxid:279281|Lactobacillus_phage_phiAT3	0	0.0397492654693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103106560679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327962131778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0531063600383	0	0	0	0	0.022331645533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170355052457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128086417696	0.0308368971717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218819237819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:279714|Pseudogulbenkiania_ferrooxidans_2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000583482344493	0	0.000655248306507	0	0	0	0.000437086025673	0	0	0	0	0	0	0	0	0.00110390296265	0	0.000298057518019	0.000196031963471	0	0	0	0	0	0	0	0	0	0	0	0	0.000379589695899	0	0	0	0	0	0	0.00142251168267	0	0	0	0	0	0.000278158379195	0	0	0	0	0	0.000770282566736	0	0	0.000377285791139	0.000956116889139	0	0	0	0.000577263838429	0	0	0	0	0	0	0	0	0.000496893307997	0	0	0	0	0	0.00155294519464	0	0	0	0.000395347741201	0	0	0	0	0	0.000501060825814	0	0	0	0	0.000319450640416	0	0	0	0	0	0	0	0	0.000774024852348	0.0021196425765	0	0	0	0.000302975029011	0	0	0.00125785710283	0.00219400810068	0.0023469527128	0	0.000509370136757	0.000698127616202	0	0	0	0	0	0	0	0	0	0.000236971693323	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000386085388195	0	0	0	0	0	0.000490602402357	0	0	0.00323089738287	0	0	0.000375502732874	0	0	0	0.000422166014706	0.000416817661497	0	0.00148652745856	0	0	0	0	0	0	7.34574912014e-05	0	0.000156593254909	0	0.000190566168167	0.000266707338843	0.000282966862284	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016897436811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165621730886	0	0	0	0	0.000527392970577	0.000306429569261	0	0.000493845972989	0	0	0	0	0	0	0	0	0	0	0.000717741828147	0	0	0	0	0	0.000236655286431	0.000284874651977	0	0	0.000249165286808	0.000434770763938	0	0	0	0.000223866578408	0	0	0	0	0	0	0	0.000589943876584	0	0	0.000279604024436	0	0	0	0	0	0	0	0	0	0.000913504575181	0	0	0	0	0	0	0	0.000562397259137	0	0	0	0.000351979274731	0	0	0.000836803252699	0	0.000301560131333	0.000196691050114	0	0	0	0	0	0	0	0	0.00110497915081	0	0	0	0.00190172830448	0	0	0	0	0.000356252216022	0.00063732858701	0	0	0
taxid:279808|Staphylococcus_haemolyticus_JCSC1435	0	0	0	0	0.000559361158316	0.00130549042931	0	0	0	0	0	0	0	0	0	0	0	0	0.00374351633589	0	0	0	0	0	0	0	0	0	0	0	0.00207638740366	0	0	0	0	0	0	0	0	0	0.0110334689361	0.00873829369031	0.00579240209634	0	0	0	0	0.000300248171959	0.00178418148906	0	0	0	0.000199842711482	0	0	0	0	0	0	0	0	0	0	0	0.00092018815823	0.22175665072	0	0	0	0	0.000687765231694	0	0	0.000904837504793	0	0	0.00115369451445	0	0	0	0	0.000842945012476	0	0	0	0	0.000623478800901	0.000263678530424	0	0	0	0.00120478683873	0	0.00207423517854	0	0	0	0	0	0	0	0	0	0	0	0	0.00786189243029	0.000913520987651	0	0	0	0	0	0.000664490644414	0	0	0	0	0	0	0	0	0	0	0.000798416898612	0	0	0	0	0	0	0.00278493227146	0	0	0.00310095273858	0.000742886913812	0	0	0	0	0	0	0	0	0	0	0	0.000476912388843	0	0	0	0.00297237342049	0.00081399029686	0.00155669545554	0	0	0	0	0	0	0	0	0	0	0.00346394921763	0	0	0	0	0.00187138280532	0	0	0	0	0	0	0	0.000490907070933	0	0	0.000418052867552	0	0	0	0	0	0	0.00415468681088	0.000643835036232	0.000301774206121	0	0	0	0	0.000532210140079	0	0	0	0.000176921234241	0	0	0	0	0	0.00153142533416	0	0	0	0	0	0	0.378889975285	0.00176881245871	0	0	0.00039217076168	0.00041720585239	0.00712316693773	0	0	0	0	0	0	0.000197293665752	0	0	0	0	0	0	0	0	0	0	0.000198423746747	0.000495123471714	0.000721444400782	0	0	0.00247813828834	0	0.000390556416993	0	0	0	0	0	0	0	0	0	0	0	0.00129529176329	0	0	0.000355691640173	0	0	0	0	0	0.00131482348693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000671724798773	0.00505222682348	0.000836697985132	0	0	0.000499493273278	0	0	0.00202982961293
taxid:280699|Cyanidioschyzon_merolae_strain_10D	0	0	0.0062111164338	0.0151341878376	0.0248478905466	0.00322179873462	0.00431409081713	0	0	0	0.0288762573311	0	0	0	0	0.0135425336893	0	0	0	0	0	0	0	0	0.0101131466028	0	0	0	0	0	0	0	0	0	0.00563219743345	0	0	0	0	0.010110775627	0	0	0.0428849265965	0	0	0	0	0	0	0	0	0.00726840143339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00970569290448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00964982280225	0	0	0	0	0.00684784845378	0	0	0	0	0	0	0	0	0.0204065093015	0	0	0.00718583637182	0	0	0	0	0	0	0	0	0.00338414756704	0	0.0134449629865	0	0	0.0328699147435	0	0.0229583734626	0	0	0	0	0	0	0	0	0	0	0	0.0173814165394	0	0	0.00448049064888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00979840697939	0	0.00588004568635	0	0	0.00813175591367	0	0	0.0017743632563	0.0109968072897	0	0	0	0	0	0	0	0	0	0	0	0	0.00559270060558	0.00953346049179	0	0	0	0	0.0121011002742	0	0	0	0	0	0.0888392692559	0	0	0	0	0	0	0	0.0232326188514	0	0	0	0	0	0	0	0.0116139826263	0.00617769348805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133441763657	0	0	0	0	0	0	0	0	0	0.0041347389094	0	0.0302728836955	0	0	0	0	0	0	0	0	0.029147464978	0	0	0	0	0	0	0	0	0	0	0.0097344949101	0	0	0	0.0116559474862	0	0	0	0	0.0420598783018	0.00748481062748	0	0	0	0	0	0.00309298974002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0302988873137	0	0	0.00889176864435	0	0.0220694078187	0.00994643265757	0.00935123170276	0	0	0.024805674154	0	0	0	0.00751407555154
