species	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae	2	9	1	1	1	0	2	2	2	0	0	1	1	2	0	1	11	1	0	0	0	1	1	0	1	1	0	3	6	2	253	1	0	1	0	0	2	2	5	0	0	0	2	4	15	0	3	2	1	6	1	138	1	0	1	1	7	0	2	2	3	0	1	1	1	2	7	0	0	1	0	0	2	0	0	0	2	2	1	3	2	1	3	0	1	1	1	1	0	0	1	1	2	1	2	3	1	4	0	0	0	1	1	1	1	0	2	0	0	0	1	0	10	1	0	0	13	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	6	1	0	6	0	0	2	0	0	1	1	0	2	1	3	16	1	3	3	0	0	6	0	3	5	0	2	0	3	1	33	5	1	0	0	3	0	3	2	0	3	6	17	3	557	4	1	0	0	1	0	0	11	0	0	2	0	9	10	0	1	6	2	14	3	342	2	0	1	3	12	2	5	4	4	2	0	6	0	6	23	0	1	1	1	0	5	0	0	2	2	3	5	1	1	6	0	6	2	1	1	4	0	1	4	3	4	3	4	1	6	0	3	0	3	1	0	0	1	2	1	0	1	2	17	0	0	0	25	6	0	1	0	0	3	3	5	1	0	1	0	2	2	0	11	2	4	9	0	0	0	0	3	0	3	1	3	0	4	0	0	0	0	0	0	0	1	1	0	0	4	1	0	0	2	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	3	2	3	91	2	11	9	1	46	3	2	4	5	1	1	11	10	16	4	9	0	4	4	3	34	0	2	109	15	7	93	23	4	12	4	4	2	60	3	1	0	4	334	10	368	0	18	424	20	149	104	583	4	3	8	4	46	6	8	21	28	3	7	13	2	76	14	0	1	8	5	52	6	0	19	5	77	46	12	5	7	4	46	2	2	93	6	20	0	191	2	21	1	149	179	12	6	4	1	2	9	2	3	2	23	0	13	7	16	1	9	1	45	29	4	50	43	74	1	116	2	3	2	7	487	30	2	7	10	43	3	4	23	68	3	4	2	1	0	1	5	1	1	39	75	2	4	1	2	180	9	21	27	1	146	1	4	9	10	2	8	35	39	52	2	8	2	2	2	7	66	3	15	267	30	16	165	75	13	14	1	5	5	58	8	4	3	10	1570	19	471	0	24	756	36	204	259	1478	3	7	15	9	61	14	9	34	49	16	17	28	6	156	15	0	2	26	19	223	24	2	22	462	116	15	10	17	6	3	1	270	4	17	1	419	4	27	3	242	324	21	24	7	4	3	4	0	2	12	51	0	21	30	38	0	33	1	119	80	5	58	90	129	3	187	2	13	3	16	1308	53	4	8	1	96	26	2	63	132	8	12	4	3	0	1	16	2	2	81	167	4	13	1	1	1	2	17	4	14	0	0	3	0	2	1	91	12	18	3	3
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus	6	3	0	5	0	2	1	1	2	1	0	1	7	0	0	1	2	20	0	1	1	0	0	2	2	0	1	5	1	1	17	12	2	8	6	0	5	14	0	0	1	0	6	17	23	0	3	22	10	22	6	47	5	0	0	3	18	2	3	5	10	1	1	6	3	2	3	3	1	8	15	1	5	0	1	0	4	3	1	3	1	0	7	1	0	4	2	9	0	13	0	3	0	29	9	2	1	1	0	1	0	3	2	2	2	0	3	2	0	1	5	2	1	3	0	7	5	8	0	12	0	0	0	0	72	6	0	1	1	6	0	0	15	2	3	4	3	0	1	0	0	1	1	4	5	0	1	6	1	13	7	1	3	1	20	0	1	2	12	2	1	4	6	34	0	3	3	1	1	2	7	1	8	6	1	3	34	36	4	11	15	3	1	14	0	3	1	1	44	17	27	0	2	55	11	22	19	119	2	4	2	9	18	4	12	3	20	1	3	14	11	3	12	3	1	25	29	6	10	2	1	31	6	1	4	2	2	0	0	17	7	21	0	22	1	5	4	51	36	5	0	0	1	2	3	3	0	0	8	2	8	1	2	2	7	0	7	2	0	11	12	15	2	19	1	0	0	3	172	1	1	2	0	8	4	2	78	6	4	7	4	1	2	0	2	1	2	5	10	1	1	1	0	2	0	1	2	3	0	0	0	0	13	0	6	0	7	2	2
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_dysgalactiae	4	2	1	14	0	2	1	0	3	0	0	0	1	1	0	0	0	2	1	0	0	0	10	2	2	0	0	1	1	5	9	4	1	3	0	0	3	1	1	0	0	0	2	9	0	0	1	7	0	3	1	3	2	0	1	2	1	3	0	0	2	0	1	0	2	33	2	1	2	4	4	4	35	2	3	0	2	15	3	0	1	0	2	0	0	1	0	0	0	0	0	2	0	1	4	2	0	0	2	1	0	0	1	1	1	0	2	0	0	0	3	0	0	5	1	1	2	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	2	2	0	1	0	0	0	8	0	97	0	6	0	1	6	2	27	2	0	0	2	9	1	0	0	4	8	0	0	3	7	0	0	3	0	51	1	2	1	1	6	1	6	15	18	6	1	0	1	4	0	2	1	0	1	9	6	1	1	5	5	0	4	1	10	0	0	0	3	1	0	2	1	2	0	3	1	2	46	0	0	3	28	10	6	81	5	0	14	41	16	0	2	0	1	0	8	2	1	0	1	0	1	0	5	11	3	0	3	1	0	1	0	4	5	2	0	3	0	0	0	8	0	1	8	0	2	5	9	4	4	0	0	1	0	9	4	0	1	0	1	1	0	3	0	5	1	1	1	0	0	33	1	446	0	10	1	1	0	0	0	0	0	1	1	0	0	0	2	0	0	2	0	0	1	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equi	2	25	4	4	0	3	1	3	0	1	0	0	2	0	0	2	0	3	1	0	0	3	0	6	0	3	0	2	1	5	1	2	1	1	0	0	2	4	0	3	0	0	0	0	1	5	2	3	0	3	2	4	1	0	3	1	2	3	0	3	2	0	0	1	2	1	2	0	0	2	5	1	5	1	0	0	1	2	3	0	1	1	0	0	0	6	1	1	1	0	0	0	2	0	1	0	1	2	1	0	2	0	0	0	1	1	0	0	1	1	0	0	5	4	0	1	0	0	1	4	1	2	0	1	0	2	3	0	5	0	0	0	0	0	0	3	0	2	0	0	6	3	1	1	4	0	0	45	1	2	3	1	2	2	0	3	1	0	2	0	0	0	1	7	0	0	0	2	0	5	1	1	0	7	1	9	6	4	1	1	0	1	2	2	0	2	5	2	6	2	1	2	4	0	0	2	1	16	1	0	3	6	0	0	1	4	1	1	0	3	8	3	0	0	0	8	0	4	6	4	0	8	0	8	0	1	7	0	0	11	2	6	3	2	1	1	0	5	7	0	1	2	11	1	5	0	0	2	1	1	1	0	0	2	2	0	5	12	0	2	3	4	0	5	1	0	2	2	1	4	3	1	6	4	2	2	4	2	1	8	1	4	0	3	22	2	3	0	5	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus	3	2	0	0	1	1	2	2	1	2	0	0	2	0	2	0	0	0	2	0	0	0	1	0	0	1	0	9	0	1	4	7	0	0	2	0	0	3	0	5	0	0	1	0	1	0	5	2	2	3	0	4	3	0	0	1	1	1	1	2	0	0	0	0	1	3	2	2	0	0	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	2	1	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	2	1	2	1	0	4	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	7	0	0	0	0	0	0	0	1	1	42	14	3	0	2	1	1	2	1	6	1	1	0	1	0	1	0	0	3	1	1	2	2	2	2	1	3	0	21	1	9	5	7	1	1	0	0	0	3	0	5	4	0	1	1	4	0	0	7	0	4	1	15	2	1	1	3	2	0	0	4	2	0	0	3	1	2	8	6	5	3	1	1	0	0	0	2	2	6	1	4	1	2	0	1	2	2	1	2	0	2	1	7	4	3	0	2	3	5	0	0	4	1	0	2	4	1	4	2	3	1	1	5	2	1	0	2	1	0	4	0	0	0	8	0	0	2	0	2	2	3	1	1	1	22	0	0	1	0	0	3	0	0	7	185	25	0	0	4	0	0	0	0	0	0	0	0	2	2	0	1	2	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii	13	2	4	1370	28	50	21	1	11	0	0	0	0	2	2	3	9	98	5	9	2	8	1	4	21	3	9	50	9	10	74	183	6	89	9	7	9	18	3	13	3	8	4	42	37	5	91	112	0	40	42	203	31	0	1	79	340	46	21	26	8	0	2	53	2	12	6	10	5	17	2	4	75	5	11	2	87	2	5	24	6	11	18	1	4	43	11	11	0	52	1	3	5	116	247	29	3	1	6	4	4	2	11	39	8	1	33	8	5	3	84	0	22	4	2	7	42	25	40	81	1	3	0	15	86	70	31	15	1	9	2	12	2	78	2	25	4	4	2	0	2	0	3	8	55	1	10	0	7	3044	40	41	30	2	47	1	1	2	1	3	1	16	29	259	5	0	0	6	0	8	42	5	20	149	10	24	113	514	21	111	4	15	10	26	12	19	1	0	17	63	44	14	196	195	6	80	106	520	43	1	4	92	353	93	23	42	10	6	11	132	3	21	15	23	17	46	11	15	143	5	2	371	9	16	48	13	5	4	3	89	28	15	2	126	7	2	17	192	463	50	8	9	5	13	6	1	13	90	13	0	69	23	6	9	126	2	73	7	15	10	63	71	68	167	0	4	2	43	199	158	40	34	4	28	10	30	11	153	5	47	4	5	3	0	1	0	11	15	113	2	42	1	1	1	0	95	1	214	1	0	2	2	6	0	407	4	529	18	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius	6	15	0	4	2	9	0	0	2	0	0	0	0	0	5	0	3	2	1	0	1	3	0	1	2	0	0	4	1	1	33	7	1	0	0	1	1	2	0	246	2	0	1	2	1	0	2	26	1	15	2	5	0	0	3	8	2	1	4	1	0	4	0	0	2	3	3	2	2	0	1	1	5	0	0	0	2	0	2	1	1	0	1	1	1	21	1	57	0	2	0	4	0	7	41	7	1	7	1	1	0	0	4	8	4	0	2	1	2	0	5	0	2	1	1	0	4	8	2	4	1	1	0	0	9	65	0	32	32	2	1	17	0	4	0	82	0	0	2	1	0	0	0	0	8	0	9	30	0	2	2	2	0	0	1	2	0	1	0	1	18	0	5	7	1	0	2	2	1	6	4	1	0	6	3	8	28	19	1	1	0	4	1	8	0	435	1	2	0	1	0	1	1	38	2	28	0	35	6	0	2	22	3	1	11	0	0	8	0	1	3	7	3	6	1	0	2	1	8	0	0	8	1	2	2	7	0	2	1	46	2	6	1	0	2	0	1	15	72	8	0	11	8	2	4	0	2	12	8	0	3	4	1	1	10	0	4	3	2	1	10	5	3	5	2	0	0	3	8	5	0	8	1	2	3	30	6	2	0	204	0	0	0	0	0	1	1	1	25	0	29	0	0	0	1	1	0	2	0	2	0	0	4	2	2	7	3	0	11
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_iniae	1	4	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	2	1	1	0	0	1	2	0	1	0	0	0	0	0	0	1	0	1	2	0	4	1	0	1	18	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	4	0	1	5	4	0	0	0	3	1	1	0	0	1	1	1	0	0	0	0	2	0	1	6	2	2	7	1	0	1	0	0	0	0	0	0	0	1	0	5	2	0	1	6	0	2	0	10	1	0	1	11	2	0	6	0	2	0	0	2	0	0	2	0	0	1	1	1	5	0	0	1	0	2	0	0	1	3	0	5	0	0	1	2	0	0	0	0	6	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	3	1	0	2	3	0	0	3	0	0	1	0	1	0	3	5	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	2	0	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	15	0	3	18	2	6	0	1	7	1	0	2	0	0	1	1	3	14	0	0	0	2	0	4	2	1	1	13	1	3	15	22	1	9	0	1	3	9	0	2	2	1	12	10	8	0	4	36	3	36	11	60	5	0	3	3	10	7	7	4	2	0	1	4	51	2	2	2	0	1	1	1	7	0	4	0	8	2	7	5	2	1	2	1	1	22	1	8	0	16	0	5	4	24	20	8	1	1	2	0	0	0	0	3	0	0	1	1	2	1	13	1	6	9	1	2	15	10	3	9	2	2	2	1	37	0	4	2	3	9	1	6	8	1	0	7	0	0	1	0	3	2	0	1	12	0	1	0	2	36	3	9	1	1	17	1	1	2	4	0	1	1	7	31	1	0	1	1	0	6	3	0	3	34	2	11	45	57	2	7	2	1	7	6	0	0	3	4	65	16	5	1	5	64	4	37	28	157	2	0	8	6	9	6	10	8	7	1	1	13	115	6	10	5	2	11	5	10	7	1	8	61	5	11	4	2	3	1	1	36	4	14	0	45	2	8	4	40	28	4	2	2	3	3	0	0	2	16	4	1	8	4	0	1	17	0	25	25	1	2	21	21	4	19	1	1	0	4	118	14	3	1	5	14	4	10	9	5	1	31	2	0	0	2	2	1	3	7	20	0	6	0	0	0	0	3	0	15	0	1	1	0	3	0	14	1	29	2	2
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	0	8	3	2	3	4	2	3	1	3	0	1	0	4	6	2	28	2	0	1	1	1	2	1	7	3	0	0	2	3	12	0	7	2	3	0	2	23	0	32	0	1	0	2	3	5	0	6	7	6	2	5	4	0	0	4	16	6	1	3	3	5	1	10	0	9	2	1	1	1	6	2	5	4	1	2	1	1	1	2	2	1	6	2	1	6	2	6	2	4	2	2	3	6	7	6	0	3	7	0	1	0	4	6	3	1	7	2	5	6	36	2	3	2	2	6	9	8	2	3	2	0	1	4	3	4	1	8	5	4	1	8	2	2	4	1192	3	0	2	0	0	8	3	0	7	2	170	10	7	6	3	7	4	3	5	9	4	2	3	9	10	3	104	12	2	3	15	12	2	6	5	3	6	8	5	4	19	14	21	5	5	1	2	21	0	35	2	3	1	8	2	3	6	6	11	18	4	18	4	5	4	11	24	12	4	5	1	10	3	15	5	20	5	3	3	1	4	3	3	6	1	5	3	4	4	7	0	7	4	10	9	10	9	6	5	5	8	16	9	11	7	21	18	3	1	2	7	8	3	3	11	11	7	10	52	2	5	4	1	3	11	17	4	5	5	3	1	11	4	3	7	1	3	8	3	3	3	0	4	3062	9	5	3	0	0	2	5	1	11	6	500	1	0	1	1	0	3	2	2	1	0	0	8	5	3	3	11	6	3
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus	2	23	0	0	0	0	3	1	0	0	0	0	0	1	14	2	0	0	0	0	0	2	1	0	1	0	0	1	0	6	3	6	1	2	0	0	0	1	0	16	0	1	0	1	0	0	0	7	0	10	0	41	3	0	0	2	0	1	0	1	1	0	1	1	1	2	3	0	0	0	0	1	9	0	0	0	1	0	0	1	0	0	0	0	0	8	0	2	0	1	0	4	1	0	6	10	0	3	0	0	0	0	0	0	4	0	0	4	1	0	1	1	2	0	0	1	1	4	1	3	0	0	0	0	3	0	0	2	0	0	0	0	0	2	0	10	0	2	0	0	0	0	1	0	2	0	3	31	1	2	2	2	1	1	3	0	0	3	0	0	26	3	2	2	0	0	0	0	0	1	1	1	1	9	0	13	13	19	1	2	3	1	0	5	0	24	1	1	0	1	1	0	2	8	1	16	4	118	7	0	1	10	4	0	0	0	2	1	0	2	5	5	3	0	0	0	1	1	23	0	2	6	0	0	0	1	0	1	0	12	4	4	0	2	1	1	2	1	12	26	1	9	1	1	0	0	2	1	10	2	6	0	1	0	5	0	1	3	1	0	2	2	2	5	0	0	1	1	5	0	0	3	0	9	2	1	4	1	0	34	1	5	1	0	0	0	4	1	3	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	20	5	10	6	21	55	47	14	18	3	0	3	3	23	14	12	6	32	4	15	3	19	3	13	22	2	15	47	10	11	70	280	22	24	26	14	13	24	18	5	0	17	5	37	50	16	26	43	1	99	9	13	191	4	11	32	115	28	6	8	8	9	0	17	5	21	28	7	7	0	7	0	21	5	2	1	14	6	4	34	2	8	26	13	19	33	17	6	4	14	7	4	14	78	80	21	9	29	13	3	5	17	116	24	15	0	14	10	7	8	31	7	12	15	5	18	36	4	25	8	17	1	4	3	13	8	21	4	1	6	2	24	9	12	2	91	14	5	8	1	21	2	10	10	31	1	16	8	18	13	32	58	95	28	69	3	4	7	7	38	24	25	12	108	7	26	25	19	10	19	33	16	71	98	18	32	116	873	57	47	26	34	50	37	108	4	15	24	7	51	72	13	31	80	2	156	16	36	316	15	33	59	100	38	16	10	8	20	6	80	17	47	51	21	23	8	9	14	36	13	2	56	13	10	54	8	14	36	21	53	32	9	3	26	15	5	29	112	135	15	23	51	24	9	26	29	186	38	28	7	33	31	10	9	64	16	37	25	4	34	59	6	33	10	25	1	10	14	46	17	45	7	5	8	11	41	31	14	6	186	45	14	15	5	41	10	39	16	85	6	45	1	0	3	0	5	2	63	1	3	6	5	14	2	10	5	111	9	6
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans	30	2	9	105	8	39	7	7	81	1	2	1	0	0	3	4	156	0	2	0	2	1	0	5	19	0	1	316	7	7	251	11	0	1	3	3	4	2	0	7	0	1	2	4	17	14	24	153	4	28	99	3417	1	1	2	21	311	85	256	17	15	7	0	21	41	8	8	2	4	6	0	4	4	6	0	22	26	20	11	22	0	1	4	2	0	11	0	8	1	853	5	11	0	17	741	83	4	14	0	0	13	75	4	12	7	5	1	11	0	8	12	2	214	0	4	2	6	352	0	68	0	0	1	27	43	3	15	18	1	106	14	55	1	63	1	4	1	0	0	1	1	0	5	5	2	0	5	4	16	210	15	49	32	4	284	5	3	8	1	1	14	15	695	1	2	7	7	3	2	16	26	5	3	675	4	18	537	22	1	3	0	15	6	2	1	11	0	1	2	17	37	33	33	331	9	27	212	9336	6	1	4	35	359	162	477	31	26	38	1	85	87	24	18	1	8	24	1	0	0	11	122	93	63	14	36	5	4	1	0	26	6	7	2	2090	2	29	3	44	1416	179	11	19	1	0	21	138	7	17	30	1	1	61	0	9	24	4	639	4	2	6	11	733	6	118	3	1	0	102	169	0	23	21	1	341	77	99	1	154	7	10	4	9	1	2	3	2	22	10	6	1	19	0	0	3	0	8	0	2	0	1	0	4	22	1	44	3	8	0	2
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oligofermentans	2	0	3	33	4	9	9	1	1	0	0	0	1	3	3	2	3	8	1	1	0	3	1	2	3	2	6	31	3	4	40	27	1	7	2	3	1	5	1	3	0	2	1	14	6	0	8	9	1	19	3	23	6	0	1	9	29	1	6	7	3	5	0	1	1	4	0	4	0	1	3	0	4	1	4	1	8	2	2	6	0	2	8	1	0	14	3	4	0	9	1	2	5	39	35	8	2	14	1	0	0	1	4	9	6	1	2	7	2	1	34	0	2	1	2	1	7	2	16	7	0	0	0	1	11	8	3	4	0	1	1	11	2	8	2	8	1	0	2	2	0	1	0	6	18	0	3	0	2	51	9	11	13	1	10	3	0	1	3	3	6	3	11	31	0	2	0	3	0	3	6	2	18	78	0	5	55	61	3	25	4	4	11	6	1	6	3	1	0	17	1	2	17	19	0	19	9	55	21	1	6	9	28	8	8	10	1	3	3	13	3	6	11	11	0	5	3	2	8	0	4	48	3	4	9	10	1	1	2	37	8	12	3	10	2	2	4	89	69	3	3	18	3	1	1	0	2	13	2	0	10	4	0	6	56	3	10	2	2	3	13	5	9	12	1	1	1	0	21	7	3	5	1	5	4	13	2	8	4	14	4	0	0	2	7	0	1	4	31	1	4	0	1	0	0	0	0	32	1	1	5	0	0	0	10	2	67	1	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	14	0	3	21	13	42	25	2	7	13	0	1	10	2	7	3	0	28	4	2	1	3	0	6	14	5	7	38	2	38	83	92	7	29	7	1	15	35	2	10	0	5	2	38	15	1	16	87	0	28	7	54	41	0	2	23	241	20	3	1	8	0	0	22	8	7	24	4	6	1	0	5	33	1	0	0	51	5	5	8	3	4	9	3	1	46	18	11	1	6	1	5	4	88	155	10	1	16	4	0	5	0	9	39	9	0	8	1	0	4	22	3	5	4	1	2	33	14	6	10	2	2	0	1	28	17	4	5	0	6	2	10	7	36	6	141	1	5	1	1	4	1	0	6	32	3	0	1	1	46	28	45	49	7	35	25	3	0	19	11	17	12	9	98	7	0	5	4	2	6	25	6	18	91	7	75	127	303	13	46	7	5	15	61	9	19	3	3	3	56	11	0	10	179	4	46	12	128	64	2	10	34	225	32	4	5	5	12	1	48	38	29	59	23	19	2	4	33	69	0	0	153	9	10	21	6	7	2	2	95	28	11	5	17	6	1	8	164	253	12	3	37	18	4	4	2	8	93	13	0	19	13	3	8	45	3	18	6	0	14	39	15	18	15	4	4	0	6	94	38	6	7	1	14	8	24	11	56	4	325	4	16	2	3	11	1	5	14	82	10	7	1	0	2	2	8	1	21	0	0	1	2	7	3	29	0	36	3	0
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis	937	99	99	71	310	217	69	54	138	59	9	59	8	14	59	23	10	334	33	3	7	23	13	113	1202	14	136	4029	42	626	966	1892	38	154	43	178	1206	333	14	91	74	126	11	202	54	26	183	874	15	6185	384	4162	204	6	260	1355	788	174	88	75	74	35	1	72	103	178	273	27	57	10	21	8	769	17	22	9	1133	27	105	46	30	23	36	7	20	3856	46	111	10	123	116	273	50	557	1570	156	34	125	136	43	62	6	125	339	262	37	80	72	18	21	923	26	290	120	37	78	665	65	92	129	6	6	6	66	429	109	30	106	13	198	71	88	155	96	9	467	15	8	19	18	18	28	25	120	86	8	52	111	164	90	568	257	103	63	420	105	18	106	10	23	59	12	8	977	71	8	31	44	23	162	1885	25	465	8556	40	1191	1796	5445	89	212	51	471	2204	469	21	139	298	265	27	294	80	35	336	1338	29	9254	828	10120	270	10	429	2567	864	248	125	89	90	110	3	226	207	349	824	45	172	11	32	16	1594	26	19	4570	45	271	100	59	49	5	15	8292	70	165	26	260	221	439	81	886	2700	207	121	220	218	166	105	7	147	636	466	43	153	212	20	25	1810	37	745	282	38	127	1037	117	151	201	16	6	3	281	1093	200	53	175	15	481	379	160	566	186	20	1149	81	34	33	72	63	53	148	311	196	21	131	2	6	25	1	48	26	174	18	2	7	25	82	2	203	80	350	82	30
