species	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
Cellulophaga algicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188467883226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000301414169476	0	0	0	0	0	0	0	0	0	0	0	0	0.00270711959632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000673771616581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00316329887731	0	0	0	0.00120786407517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244787270612	0	0	0	0	0.00024638979817	0	0.000355329787903	0	0.000172362819837	0	0	0.000150343497954	0	0	0	0	0	0	0	0	0.000124695142238	0	0	0	0.00143699197039	0	0	0	0.000185175132106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123267626673	0	0	0	0	0	0	0	0	0	0	0.000273256514929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000981523433404	0	0	0	0	0	0	0	0.00396843387593	0	0	0	0	0	0	0	0	0	0	0.000486515236987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308184523465	0	0.000652924149941	0	0
Cellulophaga lytica	0	0	0	0	0	0	0	0	0	0	0.00558819516127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331302574601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000461233922903	0	0	0	0	0	0	0	0	0	0	0	0.000332064137119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000319887067892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000256444631027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000249350569357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosilyticum lentocellum	0.0130410980103	0.00724668397157	0.00744155263136	0.016085108954	0.00608210712036	0.000747105356626	0.000666931865071	0.000619594553966	0	0.00320115347614	0.00111602287564	0.00602888942828	0.00597995528629	0.00512692045475	0.00814851467909	0.0146551459944	0.0014387904424	0.00440830433482	0.0110687437681	0.00156627397175	0.0226683281893	0.0035286926239	0.000793509192782	0.017261696542	0.0152434441257	0.000893126374438	0.00537588317117	0	0.0105102570167	0.00139984779342	0.00495114108359	0.000973257011042	0.000534729907491	0.000351691023897	0.0145842757236	0.00794154007047	0	0.00232693763827	0	0.00937838177086	0	0.0125018649644	0.0372923183032	0.00120263475941	0.00766793215954	0.00039204270587	0.00442651729805	0.00773216376378	0.0148052310513	0.0013670796439	0.00127286637314	0.000561825043739	0.00617575745594	0.00510411242458	0.0221059484441	0	0.0107395607	0.00358461194496	0.0532208537135	0.00798447791493	0.000328985624468	0.00132463865565	0	0.000899422147317	0.00842567650205	0.000230320827778	0.0157068614436	0.000542921084062	0	0.0128649068914	0.00118078174416	0.000785179622927	0	0.0015534597532	0.0135245212318	0.000201388835597	0	0.000698656750441	0.000667274844714	0.00317701633422	0.0115881300444	0.000482400115714	0.0249606317692	0.000299663967058	0.0152158100483	0.0033759907536	0.000535206166325	0.000754489033717	0.00278606037447	0.00157286218992	0.00170579825244	0.00206842428087	0.0294348449692	0.000197840364306	0.000464039870557	0.000273649932935	0.00168307424339	0.0011835447502	0.0053935672044	0.0168147236148	0.00021971836154	0.0604180280325	0.00115528237718	0.0080235431586	0.00382684716919	0.0155811528508	0.00132329398435	0.00444370902115	0.00319168565338	0.00115375668286	0.00519179118804	0.00507994953974	0.000694319405937	0.00304219477201	0	0.00131446692989	0.00522627930048	0.000271776082536	0.00111088603757	0	0.000564164441067	0.0137765561083	0.0210527453786	0.00107548312486	0.00456917590801	0.00375742626567	0.000248617944075	0.000130792091789	0.00128315391689	0.00103925422766	0	0.00159375953369	0.0012703715843	0	0.00443652888912	0.000637708381712	0.000375468301815	0	0.0012542901967	0	0.00753630067988	0.00616812734329	0	0	0.00412540036008	0	0.0235117743493	0.00818781491645	0.00466015240088	0.0209528516841	0.00799450166988	0.00510308475914	0.00139748978018	0.00965103569234	0.00149360358227	0.0193636286625	0.0010232602748	0.00385180420586	0.00507184078553	0.000915936026665	0.00832761757578	0.00202101134318	0.00154740668997	0.00233179477058	0.00623023337923	0.000757386679894	0.0272943886586	0.0111354808072	0.0177793578386	0.00678270828304	0.00471419764415	0.00260721640939	0.00607770701679	0.000137152814579	0.00488761116327	0.00013178636706	0.000658889163192	0.00407357247817	0.00355424136176	0.00358979373041	0.0162685286838	0.000507656525821	0.00143594498719	0.0315054494341	0.00278055288084	0.00550526525735	0.0130299888957	0.0140497022574	0.0397929851524	0.00457652825468	0.00411076428087	0.000829716528118	0.00144016780958	0.00311792593055	0.0338075953458	0.000227361271145	0.00338740787973	0.00395276125108	0.00708738717529	0.03605175989	0.0140591597917	0	0.0086631430425	0.00126067705021	0.0438201630871	0.00131555242468	0.00953642204675	0.00291819105422	0.00493973082278	0.00836316634381	0.00768057619976	0.000515037886176	0.0133039233429	0.000445700347154	0.000493007870025	0.000897725085334	0.000238758339501	0.0118896228545	0.000946169035569	0.00357337357578	0.000534377977489	0.000442992032555	0.0203810289168	0	0.00112907112302	0.00255640805777	0.0016290558863	0.000917491353961	0.00817292216535	0.000571606638937	0.00784724201243	0.00464158679533	0.00321916071702	0.000426597981843	0.000275735260435	0.000454215337773	0.0113339597014	0.00151384864174	0.00912828233832	0.006132950337	0.0107782260564	0.00143821162117	0.0105048485064	0.00429000122389	0.00165059071761	0.097224691397	0.000187872321618	0.00381546312873	0.0069360681121	0.0148215545372	0.0148103778985	0.0130403735164	0.00319176312834	0.0140583844174	0.00296507547821	0.00171988123149	0.0042509918825	0.00529243050472	0.0025081171432	0.000550395371914	0.000319787083656	0.00652519812568	0.00779725055867	0.000376223236895	0	0.00640111783843	0.000392573985182	0.00698250850806	0.012086683383	0.00193469849654	0.000574105358656	0.000586682942497	0.00650219809214	0.0144638201973	0.00513730473435	0.00102836449027	0.00403587383201	0	0.0115151210501	0.000717235740994	0.000157867050517	0.00143600409423	0.00208763286496	0.000375316590635	0.0231947155828	0.00595115145636	0.00352873457884	0	0.00400441360626	0.000199191997721	0.00954331460249	0.00127620880394	0.00244867961717	0	0.0245911120053	0	0.000888802957427	0.0185572708854	0.00222255253445	0.00170589724944	0.000384414304445	0.000361410704167	0.00383060056228	0.00108118820661	0.00735004180236	0.00886134194652	0.0011848187782	0.00603080254206	0.0110354830313
Cellvibrio japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000806693863485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044172950713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145416460729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetomium globosum	0	0	0	0	0	0	0	0	0	0	0	0	0.000161613069401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79594267173e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15261543915e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48278773853e-05	0	0	0	3.35954928812e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40803664754e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38332288632e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chattonella marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087259312249	0	0	0	0	0.018092286104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267266726673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298350376244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216561865876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelativorans sp. BNC1	0	0	0	0	0	0	0	0	0	0	0.00106605858407	0.000479914694379	0.00114244659396	0.000272077137082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149308534345	0	0	0	0	0	0	0	0	0	0	0	0.000268336081497	0	0	0	0	0	0	0	0	0.000314256953556	0	0.000579021318567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010455945533	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000551051525255	0	0.000202188351588	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598201078123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174985922779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202991001813	0	0	0	0	0	0	0	0	0	0	0.000292155266171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284671152528	0	0.000131071647403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000369616427195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga pinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201876304773	0	0	4.88775491293e-05	0	4.82010399599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000856059034024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123304729556	0	0	0	0	0	0.000172322349644	0	0	0	0	0	0	0	0	0	0	0	0	7.12221727853e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109323872526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109791247784	0	0	0.000647835702313	0	0.000299420627064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133007469718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89800820184e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103719522935	0.000119415017049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405525681489	0.000116336670453	0	0.000199852755378	0	0	0	0	0	0	0.000260564019125	0	0	0	8.15376790897e-05	0	0.000359417915356	0	0	0	0	0	0	0	0.00016430275158	0	0	0	0	0	0	0	0	0	0	0.000186667134906	0	0	0	0	0	0	0
Chlamydia psittaci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404281858861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455211170779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia trachomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012808575376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydomonas reinhardtii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00950223211667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495892185423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00382754809906	0.00303074443693	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00276430494136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00773725320612	0	0	0	0	0.00623468498602
Chlamydophila caviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031665225355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloracidobacterium thermophilum	0	0	0	0	0	0	0	0	0	0	0	0.000640928112508	0.00152574227812	0	0.000371256160749	0	0	0	0	0	0	0.00150053394076	0	0.00056464062118	0	0	0	0	0.00236613172182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405953294574	0.000358363976444	0	0	0.000447632748477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000568618250407	0	0.000606594332001	0	0	0	0.00177710781236	0	0.000362685057426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031320595265	0	0	0	0	0.0004851212258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000662895472017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198313515461	0	0	0	0.000579823933267	0	0.000910820468873	0.000400931127897	0.000221737460877	0	8.74838680847e-05	0.000813286035032	0	0.00033622159523	0	0	0.000218073778387	0	0	0	0	0	0.000390174598736	0	0	0	0	0	0	0.000367448385392	0	0	0	0.00022744015403	0	0	0	0	0	0	0	0	0	0	0.000286367427251	0	0	0.000244955423312	0.00016426023276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00164269108075	0	0	0	0	0	0	0	0	0	0	0.000497528517973	0.000191425575578	0	0	0	0.000294947923408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000500812044411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407676071539	0	0	0.000427420996428	0
Chlorella vulgaris	0.015118174286	0.0206203289865	0	0	0.0400783107417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0745113050624	0	0	0	0	0	0	0	0	0	0	0.00550402301735	0	0	0	0	0	0.0244622057549	0	0	0	0	0	0	0.0213156098259	0	0	0	0	0	0	0	0	0	0.00409941246735	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0246392409121	0	0	0	0.0470357792624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044493377266	0	0.0222004925003	0	0	0	0	0	0	0	0.0137545156069	0	0	0	0.0217784707928	0.0157321053921	0	0	0.00768467866424	0	0	0	0.00724414278822	0	0	0	0	0	0	0.014214254548	0	0	0	0	0	0	0	0	0.0133877148092	0	0.0225811893569	0	0	0	0	0.0133069896502	0	0	0	0	0	0	0	0	0	0	0	0.00854271101615	0	0	0.00714944461609	0	0.00364515791511	0	0	0.0137747276879	0	0	0.0226786148125	0	0	0	0	0	0.00886401714538	0.0118532275091	0	0	0	0	0.0295111908791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159938426172	0	0	0	0	0	0	0	0.0667326383849	0	0	0	0	0	0.0166059010614	0	0	0	0	0	0.00932791194577	0	0.00429486716411	0.00556957209553	0	0	0	0	0	0.00702477344769	0	0	0	0	0	0	0.0163572560168	0	0	0	0.0364214222366	0	0	0.0119276519589	0	0	0.0201521602533	0	0	0	0	0	0	0	0.00887794896949	0	0	0	0.00469673077407	0.00905703923097	0	0	0	0	0	0.00364435740018	0	0	0	0	0.00429217612822	0	0.0157009801768	0	0	0	0	0.0471036498477	0	0	0.0122876963222	0	0	0	0.00598989623222	0	0	0	0.00643197388246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0399457600823	0	0	0	0	0.0278198282194	0	0	0	0	0.0113122752603	0	0.011280516838	0	0.0268415758614	0.0158936665185	0	0.0090898497297
