genus	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
Caulobacter	0.000489084720309	0.000333541856453	0.001548741943884	0.000341017459821	0	0	0	0	0	0.000810364123199	0	0	0.000957344763667	0.000288414954171	0	0	0	0	0.00180775821961	0.00171207623043	0	0.00238207960601	0.00080349959607	0	0.000791556996999	0.000178728313367	0	0	0	0	0.000317055814877	0	0.000270731119805	0.000712237736407	0	0	0	0	0	0	0.000505429595405	0.000500363062378	0	0	0	0	0.000817674590236	0.00013753998217	0	0	0.00064444597868	0	0	0.00129209349707	0	0	0	0	0.00071854549975	0.000452383458743	0	0	0	0	0.000632290258671	0	0	0	0	0	0	0.003937595344244	0	0.000524339350471	0.000902154849168	0.000161204004035	0	0.001266700758574	0.0010135139071	0	0	0.00113227706231	0.000451337321038	0	0.000912528251064	0	0	0	0	0	0	0.000139631070801	0.00430921940434	0	0	0.000277095227853	0	0	0	0.003167492373376	0	0.000895598217199	0	0	0	0	0	0	0	0.000584141328842	0	0	0	0	0	0	0.000211683158561	0.000275197785388	0	0	0	0	0	0.00163353543525	0.002071367963196	0.000634122140443	0	0	0.00086620601525	0.000526169299445	0	0.000322765042472	0	0	0.000449238547302	0	0	0	0	0.001925940776801	0	0.000986176581971	0.00166367013751	0	0.000464148865305	0.000350307617651	0	0	0	0	0	0	9.32197273557e-05	0.000300693652991	0	0.00133686952759	0.00138152437293	0.000410795287348	0.001313644170217	0	0	0.00136430412541	0	0	0.000680053880362	0	0.000299289130913	0	0	0.001008710732657	0.00276725796699	0	0	0	0.00086072120742	0	0	0	0.000133295918868	0	0	0.000717227745162	0	0	0	0.00024481959658	0.000613529653392	0.000346038318998	0	8.74367443813e-05	0	0	0	0	0	0	0.000465949203778	0.000428842192039	0	0	0	0	0	0	0	0.000351016343991	0.000238548076279	0	0.000277884599818	0	0.000614800534014	0	0	0	0.000297949573735	0.000898242930456	0	0.00206388257872	0.000504914573427	0.000278335607767	8.55497966249e-05	0.00106379416503	0.001365797079078	0.000150979239234	0	0	0.000372570421351	0	0.00073021945744	0	0	0.00064658561421	0.000773044239036	0	0	0	0.000513726352116	0	0	0	0.000227040913367	0	0	0	0.000272055107927	0.000586004555221	0	0.000610026378755	0	0.000416893338829	0	0	0.000190114583474	0	0	0	0.00010976629758	0.000162937950723	0	0	0	0.000206479730558	0.000183614398777	0	0	0.001754926779795	0	0	0.000163981769276	0	0	7.8269515412e-05	0.000589441041722	0	0	0	0	0	0.000192029390839	0	0	0	0	0.000760083768951	0	0	0.000178658094608	9.35808656504e-05	0.000403344922595	0	0.000322115546907	0	0.0069190914373	0.000611570392183	0.000937344654486	0	0	0	0	0.00345474951854	0	0.000365960920749	0	0.000364933511036	0.000647180866417	0.00074707204093	0	0	0
Cavemovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.859171384695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321327168443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas	0.00213484293225	0.00112984044944	0.000274461281454	0	0.000353717059369	0.001537374416342	0	0.000944551302544	0.000198087111676	0.00634365867907	0.0126315922851	0	0.00792929772254	0.00130263663622	0.000321570323738	0.000578345898297	0.001206179678269	0.00403218805731	0.00244944173548	0	0	0.000866476638192	0.00362903516578	0.00244536908131	0.00357509598248	0.002008045439753	0.000384157275145	0.000731974838384	0.00239104638506	0.000103120521335	0.00445272541894	0.00259647143492	0.003342093031381	0.003612206910903	0	0.001190348404549	0	0.0022498229332	0.000812775900026	0.00177213631238	0.000721937260971	0.003465578171395	0.003694673166592	0.000557549643884	0.00086901883253	0.000896484110728	0.00350380998307	0.00582119605602	0.00350225419967	0.0006805564511944	0.00432936832426	0.01449411860948	0	0.0014099891877	0.0032095032013	0.000696227568514	0.000439184615892	0.000647733449327	0.001343148438114	0.00248138753953	0.00888865282254	0.00365925752946	0	0.00102835437547	0.000882936064987	0.000263337334659	0.0033534717476	0.00155187214924	0.00224378706759	0.00245151536671	0	0.0034704401052	0.000791388401919	0	0.004595161169724	0.002010507633541	0.01260498594509	0	0.00152585748139	0	0.001021724486067	0.000551552206272	0	0.00302610100995	0.00190279660049	0	0	0.001201913598045	0.00398180290668	0.000105784240918	0.000650108184016	0.000152371558671	0.002811104322509	0.000218610211812	0.004586317552017	0	0.00185976819308	0.000676602986742	0.000513894620246	0	0.000728355071381	0.00166272600652	0.000255313445328	0	0.001166602459014	0.00741283363438	0.00327780309727	0	0.001908443206814	0.00127488136056	0.00489095224135	0	0	0	0.005877756238577	0.000300579171372	0.00215116805025	0.002164719131917	0.003428929585	0.000501800023683	0.000623392038279	0.000750067923648	0.00077543076082	0.000614826853272	0.00459656691977	0.000716008930909	0.000568514687731	0.000149541147357	0	0.00415880988032	0.00159434901293	0.000728890030029	0	0.000137334722637	0	0.000939542442983	0.00165954415372	0.000932725750554	0	0	0	0	0	0.000295186899788	0	0	0	0.000904739515338	0.00082390216537	0	0.00277633316057	0.001588093790657	0.001056277061921	0.000661956914418	0	0.000503168322611	0.000389981569084	0	0	0.00166152006927	0	0.000744394298839	0	0.00227479757	0.002827170300715	0.000851428707188	0	0	0	0.0040267981884	0.000718663761122	0.000192061963189	0.001264063405367	0.000846688728946	0.000234814198593	0.0004495057186169	0	0.001247107371914	0.000602035868333	0.00136813030482	0	0.002012024571781	0	0.000274975250603	0.000635829066422	0.00033795687532	0	0.000485975511767	0.00168508564356	0.0004803870762866	0.000197492351166	0.001096154556785	0.000318272149368	0.00103357641473	0	0.000693209400996	0.00482379889682	0.00609012725493	0.000455280171011	0.00261712902914	0.002102697507828	0.00040698295103	0.000142874993823	0.000288279038827	0.00135577481722	0.00250689492899	0.0060645976043	0.000248042392356	0.000313768976893	0	0	0.000569108037096	0.002105000725	0.001845701880827	0.000181588415605	0.000761199728109	0.000545968728564	0.002317366717724	0	0	0.000826669909142	0.00347747932934	0	0	0.000258184709603	0.000428622175651	0	0.000337937407143	0.00219870850195	0.000856774686838	0.001429238351505	0.001321792849217	0.00257643934274	0.00032516722172	0	0.000125475040884	0	0.00047205244122	0.00310237710785	0.000564733750916	0.00096200858178	0	0	0.000876850093489	0.001509532342054	0	0	0.000221895861305	0.001797192409747	0	0	0.000776398733701	0.00171731886943	0	0.000461369757512	0.000146187637239	0.000919672142888	0.00112462403881	0.000563908236943	0.000817942315263	0.001242892032329	0.000909102563157	0.00040073619683	0.00805746533841	0	0.003119051297187	0.000882637018982	0	0.002521462493184	0.000442407532451	0	0.00021609153214	0.000718481745197	0	0.000234949509191	0.000235156122473	0	0.000587967868106	0	0.000132088866874	0	0.001085387676589	0	0	0.000640744079738	0.000309284065305	0.0010086447323	0.00262849554972	0.000763074429784	0	0.000351506635828	0	0	0.000873544916714	0	0	0	0	0	0	0.00212385609007	0	0	0	0.000730753983679	0.000326826320599	0.000374058412441	0.000383073250619	0
Cellulophaga	0	0	0	0	0	0	0	0	0	0	0.00558819516127	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188467883226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000301414169476	0	0	0	0	0	0	0	0	0	0	0	0	0.00270711959632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000673771616581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000331302574601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00316329887731	0	0	0	0.00120786407517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244787270612	0	0	0	0	0.00024638979817	0	0.000816563710806	0	0.000172362819837	0	0	0.000150343497954	0	0	0	0	0	0	0.000332064137119	0	0.000124695142238	0	0	0	0.00143699197039	0	0	0	0.000185175132106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123267626673	0	0	0	0	0	0	0	0	0	0	0.000273256514929	0	0	0.000319887067892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000981523433404	0	0	0	0	0	0	0	0.00396843387593	0	0	0.000256444631027	0	0	0	0	0	0	0	0.000486515236987	0	0	0	0	0	0	0	0	0	0	0	0	0.000249350569357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000308184523465	0	0.000652924149941	0	0
Cellulosilyticum	0.0130410980103	0.00724668397157	0.00744155263136	0.016085108954	0.00608210712036	0.000747105356626	0.000666931865071	0.000619594553966	0	0.00320115347614	0.00111602287564	0.00602888942828	0.00597995528629	0.00512692045475	0.00814851467909	0.0146551459944	0.0014387904424	0.00440830433482	0.0110687437681	0.00156627397175	0.0226683281893	0.0035286926239	0.000793509192782	0.017261696542	0.0152434441257	0.000893126374438	0.00537588317117	0	0.0105102570167	0.00139984779342	0.00495114108359	0.000973257011042	0.000534729907491	0.000351691023897	0.0145842757236	0.00794154007047	0	0.00232693763827	0	0.00937838177086	0	0.0125018649644	0.0372923183032	0.00120263475941	0.00766793215954	0.00039204270587	0.00442651729805	0.00773216376378	0.0148052310513	0.0013670796439	0.00127286637314	0.000561825043739	0.00617575745594	0.00510411242458	0.0221059484441	0	0.0107395607	0.00358461194496	0.0532208537135	0.00798447791493	0.000328985624468	0.00132463865565	0	0.000899422147317	0.00842567650205	0.000230320827778	0.0157068614436	0.000542921084062	0	0.0128649068914	0.00118078174416	0.000785179622927	0	0.0015534597532	0.0135245212318	0.000201388835597	0	0.000698656750441	0.000667274844714	0.00317701633422	0.0115881300444	0.000482400115714	0.0249606317692	0.000299663967058	0.0152158100483	0.0033759907536	0.000535206166325	0.000754489033717	0.00278606037447	0.00157286218992	0.00170579825244	0.00206842428087	0.0294348449692	0.000197840364306	0.000464039870557	0.000273649932935	0.00168307424339	0.0011835447502	0.0053935672044	0.0168147236148	0.00021971836154	0.0604180280325	0.00115528237718	0.0080235431586	0.00382684716919	0.0155811528508	0.00132329398435	0.00444370902115	0.00319168565338	0.00115375668286	0.00519179118804	0.00507994953974	0.000694319405937	0.00304219477201	0	0.00131446692989	0.00522627930048	0.000271776082536	0.00111088603757	0	0.000564164441067	0.0137765561083	0.0210527453786	0.00107548312486	0.00456917590801	0.00375742626567	0.000248617944075	0.000130792091789	0.00128315391689	0.00103925422766	0	0.00159375953369	0.0012703715843	0	0.00443652888912	0.000637708381712	0.000375468301815	0	0.0012542901967	0	0.00753630067988	0.00616812734329	0	0	0.00412540036008	0	0.0235117743493	0.00818781491645	0.00466015240088	0.0209528516841	0.00799450166988	0.00510308475914	0.00139748978018	0.00965103569234	0.00149360358227	0.0193636286625	0.0010232602748	0.00385180420586	0.00507184078553	0.000915936026665	0.00832761757578	0.00202101134318	0.00154740668997	0.00233179477058	0.00623023337923	0.000757386679894	0.0272943886586	0.0111354808072	0.0177793578386	0.00678270828304	0.00471419764415	0.00260721640939	0.00607770701679	0.000137152814579	0.00488761116327	0.00013178636706	0.000658889163192	0.00407357247817	0.00355424136176	0.00358979373041	0.0162685286838	0.000507656525821	0.00143594498719	0.0315054494341	0.00278055288084	0.00550526525735	0.0130299888957	0.0140497022574	0.0397929851524	0.00457652825468	0.00411076428087	0.000829716528118	0.00144016780958	0.00311792593055	0.0338075953458	0.000227361271145	0.00338740787973	0.00395276125108	0.00708738717529	0.03605175989	0.0140591597917	0	0.0086631430425	0.00126067705021	0.0438201630871	0.00131555242468	0.00953642204675	0.00291819105422	0.00493973082278	0.00836316634381	0.00768057619976	0.000515037886176	0.0133039233429	0.000445700347154	0.000493007870025	0.000897725085334	0.000238758339501	0.0118896228545	0.000946169035569	0.00357337357578	0.000534377977489	0.000442992032555	0.0203810289168	0	0.00112907112302	0.00255640805777	0.0016290558863	0.000917491353961	0.00817292216535	0.000571606638937	0.00784724201243	0.00464158679533	0.00321916071702	0.000426597981843	0.000275735260435	0.000454215337773	0.0113339597014	0.00151384864174	0.00912828233832	0.006132950337	0.0107782260564	0.00143821162117	0.0105048485064	0.00429000122389	0.00165059071761	0.097224691397	0.000187872321618	0.00381546312873	0.0069360681121	0.0148215545372	0.0148103778985	0.0130403735164	0.00319176312834	0.0140583844174	0.00296507547821	0.00171988123149	0.0042509918825	0.00529243050472	0.0025081171432	0.000550395371914	0.000319787083656	0.00652519812568	0.00779725055867	0.000376223236895	0	0.00640111783843	0.000392573985182	0.00698250850806	0.012086683383	0.00193469849654	0.000574105358656	0.000586682942497	0.00650219809214	0.0144638201973	0.00513730473435	0.00102836449027	0.00403587383201	0	0.0115151210501	0.000717235740994	0.000157867050517	0.00143600409423	0.00208763286496	0.000375316590635	0.0231947155828	0.00595115145636	0.00352873457884	0	0.00400441360626	0.000199191997721	0.00954331460249	0.00127620880394	0.00244867961717	0	0.0245911120053	0	0.000888802957427	0.0185572708854	0.00222255253445	0.00170589724944	0.000384414304445	0.000361410704167	0.00383060056228	0.00108118820661	0.00735004180236	0.00886134194652	0.0011848187782	0.00603080254206	0.0110354830313
Cellvibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000806693863485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044172950713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145416460729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetomium	0	0	0	0	0	0	0	0	0	0	0	0	0.000161613069401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79594267173e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15261543915e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48278773853e-05	0	0	0	3.35954928812e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40803664754e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38332288632e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chattonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087259312249	0	0	0	0	0.018092286104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267266726673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298350376244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216561865876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelativorans	0	0	0	0	0	0	0	0	0	0	0.00106605858407	0.000479914694379	0.00114244659396	0.000272077137082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149308534345	0	0	0	0	0	0	0	0	0	0	0	0.000268336081497	0	0	0	0	0	0	0	0	0.000314256953556	0	0.000579021318567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010455945533	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000551051525255	0	0.000202188351588	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000598201078123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174985922779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202991001813	0	0	0	0	0	0	0	0	0	0	0.000292155266171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284671152528	0	0.000131071647403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000369616427195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201876304773	0	0	4.88775491293e-05	0	4.82010399599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000856059034024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000123304729556	0	0	0	0	0	0.000172322349644	0	0	0	0	0	0	0	0	0	0	0	0	7.12221727853e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109323872526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109791247784	0	0	0.000647835702313	0	0.000299420627064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133007469718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.89800820184e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000103719522935	0.000119415017049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405525681489	0.000116336670453	0	0.000199852755378	0	0	0	0	0	0	0.000260564019125	0	0	0	8.15376790897e-05	0	0.000359417915356	0	0	0	0	0	0	0	0.00016430275158	0	0	0	0	0	0	0	0	0	0	0.000186667134906	0	0	0	0	0	0	0
Chlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00404281858861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455211170779	0.0012808575376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00950223211667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495892185423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00382754809906	0.00303074443693	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00276430494136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00773725320612	0	0	0	0	0.00623468498602
