genus	ERR688358	ERR688359	ERR688360	ERR688361	ERR688362	ERR688363	ERR688364	ERR688365	ERR688366	ERR688367	ERR688368	ERR688369	ERR688370	ERR688371	ERR688372	ERR688373	ERR688374	ERR688375	ERR688376	ERR688377	ERR688378	ERR688379	ERR688380	ERR688381	ERR688382	ERR688383	ERR688384	ERR688385	ERR688386	ERR688387	ERR688388	ERR688389	ERR688390	ERR688391	ERR688392	ERR688393	ERR688394	ERR688395	ERR688396	ERR688397	ERR688398	ERR688399	ERR688400	ERR688401	ERR688402	ERR688403	ERR688404	ERR688405	ERR688406	ERR688407	ERR688408	ERR688409	ERR688410	ERR688411	ERR688412	ERR688413	ERR688414	ERR688415	ERR688416	ERR688417	ERR688418	ERR688419	ERR688420	ERR688421	ERR688422	ERR688423	ERR688424	ERR688425	ERR688426	ERR688427	ERR688428	ERR688429	ERR688430	ERR688431	ERR688432	ERR688433	ERR688434	ERR688435	ERR688436	ERR688437	ERR688438	ERR688439	ERR688440	ERR688441	ERR688442	ERR688443	ERR688444	ERR688445	ERR688446	ERR688447	ERR688448	ERR688449	ERR688450	ERR688451	ERR688452	ERR688453	ERR688454	ERR688455	ERR688456	ERR688457	ERR688458	ERR688459	ERR688460	ERR688461	ERR688462	ERR688463	ERR688464	ERR688465	ERR688466	ERR688467	ERR688468	ERR688469	ERR688470	ERR688471	ERR688472	ERR688473	ERR688474	ERR688475	ERR688476	ERR688477	ERR688478	ERR688479	ERR688480	ERR688481	ERR688482	ERR688483	ERR688484	ERR688485	ERR688486	ERR688487	ERR688488	ERR688489	ERR688490	ERR688491	ERR688492	ERR688493	ERR688494	ERR688495	ERR688496	ERR688497	ERR688498	ERR688499	ERR688500	ERR688501	ERR688502	ERR688503	ERR688504	ERR688506	ERR688507	ERR688508	ERR688509	ERR688510	ERR688511	ERR688512	ERR688513	ERR688514	ERR688515	ERR688516	ERR688517	ERR688518	ERR688519	ERR688520	ERR688521	ERR688522	ERR688523	ERR688524	ERR688525	ERR688526	ERR688527	ERR688528	ERR688529	ERR688530	ERR688531	ERR688532	ERR688533	ERR688534	ERR688535	ERR688536	ERR688537	ERR688538	ERR688539	ERR688540	ERR688541	ERR688542	ERR688543	ERR688544	ERR688545	ERR688546	ERR688547	ERR688548	ERR688549	ERR688550	ERR688551	ERR688552	ERR688553	ERR688554	ERR688555	ERR688556	ERR688557	ERR688558	ERR688559	ERR688560	ERR688561	ERR688562	ERR688563	ERR688564	ERR688565	ERR688566	ERR688567	ERR688568	ERR688569	ERR688570	ERR688571	ERR688572	ERR688573	ERR688574	ERR688575	ERR688576	ERR688577	ERR688578	ERR688580	ERR688581	ERR688582	ERR688583	ERR688584	ERR688585	ERR688586	ERR688588	ERR688589	ERR688590	ERR688591	ERR688592	ERR688593	ERR688594	ERR688595	ERR688596	ERR688597	ERR688598	ERR688599	ERR688600	ERR688601	ERR688602	ERR688603	ERR688604	ERR688605	ERR688606	ERR688607	ERR688608	ERR688609	ERR688610	ERR688611	ERR688612	ERR688613	ERR688614	ERR688615	ERR688616	ERR688617	ERR688618	ERR688619	ERR688620	ERR688621	ERR688622	ERR688623	ERR688624	ERR688625	ERR688626	ERR688627	ERR688628	ERR688629	ERR688630	ERR688631	ERR688632	ERR688633	ERR688634	ERR688635	ERR688636	ERR688637	ERR688638	ERR688639	ERR688640	ERR688641	ERR688642	ERR688643	ERR688644	ERR688645	ERR688646	ERR688647	ERR688648	ERR688649	ERR688650	ERR688651	ERR710415	ERR710416	ERR710417	ERR710418	ERR710419	ERR710420	ERR710421	ERR710422	ERR710423	ERR710424	ERR710425	ERR710426	ERR710427	ERR710428	ERR710429	ERR710430	ERR710431	ERR710432
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Adlercreutzia	0	0.98786	1.04866	0	0	0	0	4.26373	0	0.33817	0	0.1036	0	5.10063	1.42807	0.37904	0.36583	1.93841	0	0	0	0.08323	0.18426	0.14419	0.41713	0	0	0	0	0	0	0	0.41971	0	0	0.45488	0	0	0	0	0.57204	0	1.52932	0	0.32132	1.0057	1.01355	0.78483	5.39935	0.18929	1.48904	0	0.18217	1.15054	0	0	0	0.40059	0.12784	0.96314	2.64162	4.75444	0.33392	9.06838	0.66449	0	0	0	0.45095	0	0	0	0	0.23802	0.4335	0	0	0	0	0.59122	0	0.5338	1.24077	0	0.13557	0.1929	0	0.88673	0.78763	0	0.18664	0.47051	0.74157	0	1.26463	0.11904	0.63788	1.48712	3.77879	0.49483	0.34997	0.63659	0	0.33712	0.4586	0.64357	0.32501	0.42486	0	0	0	2.16461	0	0	0.39505	0.13517	0.15212	0.31096	1.78648	0	0.88054	0	0.25152	0.12935	0.51474	0	0	0	0	0	0	0.6019	0	0	1.13407	0	0.41137	0	0	0	0	0	1.90498	0	0	0.04451	2.5354	0.33138	0.5344	0.02633	0	0	0	3.679	0	0.2428	0	0.26705	0	3.68274	0.81933	0.3237	0.1728	0.95452	0	0	0	0.08657	0.15198	0.12009	0.50716	0	0	0	0	0	0	0	0.17255	0	0	0.29847	0	0	0	0.0289	0.5613	0	0.79072	0	0	0.74048	0.64108	0.24383	3.11711	0.09571	1.09261	0	0.16499	0.61209	0	0	0	0.40478	0.10327	0.85751	2.06941	2.67112	0.36145	5.57779	0.3407	0.02378	0	0	0.37789	0	0	0	0	0.11552	0	0	0	0	0.44175	0	0.47856	0	0.11879	0.26478	0.00748	0.79099	0.60123	0	0.12356	0.35005	0.17759	0	0.58112	0.01049	0.42141	1.17898	2.71107	0.48691	0.22575	0.33363	0	0.25603	0.39118	0.21848	0.1282	0.33858	0	0	0	1.57173	0	0	0.25879	0.12739	0.11864	0.19233	1.32404	0	0.68214	0	0.25256	0.08789	0.35269	0	0	0	0	0.03583	0	0.36218	0	0	0.68354	0	0.28767	0	0	0	0	0	1.25621	0	0	0.05181	2.01027	0	0	0	0	0	0	0.19635	0.28115	0	0.06454	0	0	0	0.01711	0	0.17845	0.39489	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	6.59247	5.92275	2.81424	1.50413	9.65773	19.3574	22.48261	0	6.22802	3.11019	3.96877	1.43987	5.35676	5.0727	8.58532	5.68428	9.01926	13.39869	7.59534	1.77517	6.97007	13.71667	5.72758	1.36377	4.3329	6.3011	0	0	7.39468	1.63879	1.60511	1.48379	0	8.7487	0	2.84723	0.47683	4.44543	24.68636	0.86886	12.91442	9.19517	8.77324	9.87367	0	0	2.32627	0.64092	6.50861	18.15034	10.31497	6.14019	0	5.68944	6.3812	0.87175	0	2.62003	2.39193	8.97884	4.99788	0	3.19496	0	0	0.92174	3.37748	6.9617	6.71306	5.24756	0.55477	3.48434	0.9095	0.78526	1.37526	4.60255	0	4.04292	0	8.62981	10.54381	4.05321	0.1306	5.21462	1.92992	5.41812	8.26342	1.38805	2.46846	0.04597	3.46901	7.0478	0	0	9.59449	1.38278	0	3.98004	0	0	5.88235	0	0	6.43419	16.02049	1.04436	5.77397	19.7048	7.84215	0	19.42614	8.57718	9.89537	0	0.90329	4.68095	2.02182	16.52834	11.43757	2.19234	0	6.08112	0.80249	1.06189	0	1.04172	1.54492	0.24015	2.31744	5.80175	5.68633	1.93526	0.34586	0	6.10605	1.22827	0	4.53843	0.17643	0	0	0	0	1.49131	0	0.86188	0	3.77924	2.00616	1.15652	7.67102	14.34738	20.53183	0	4.65498	2.3341	1.50257	1.07038	3.20613	3.89383	6.5092	4.02605	5.11825	7.93288	5.08133	1.77528	3.67099	11.71356	3.8101	0.62362	2.88528	4.17893	0	0	5.17509	1.43531	0.55337	0.42155	0	4.18292	0	2.125	0.29038	2.51575	15.6007	0.33704	8.92599	7.01848	4.97514	9.33793	0	0	1.75605	0.30042	4.49413	14.9823	7.91489	3.99787	0	2.95402	4.35551	0.4535	0	2.57995	1.60688	7.70842	4.28447	0	2.41944	0	0	0.56638	1.9259	3.64047	5.26915	3.04191	0.46169	2.06153	1.00497	0.80287	4.38088	0	2.55338	0	7.14885	9.59949	3.56522	3.62854	1.64297	3.84948	6.55968	0.84289	2.05282	0	2.8103	6.05118	0	0	6.28448	0.48103	0	3.30869	0	0	4.56548	0	0	4.53897	10.0481	0.48629	2.59022	18.22239	6.6602	0	17.91854	7.27174	7.17401	0	0.69296	3.40037	1.46997	9.69783	8.94655	1.79409	0	3.97501	0.59713	0.79361	0	0.79807	0.79474	0.19867	1.51116	4.42199	3.11488	1.10921	0.27962	0	3.58128	0.69714	0	2.60555	0.11629	0	0	0	0	0.74145	0	0.54517	0	0	0	9.42706	0.07574	0.5605	1.44427	0	8.07891	1.84352	0.15483	0	5.6497	0.0373	0.35012	0.74389	0	4.47917	1.50058
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27597	0	0	0	0	0	3.15833	0	0	0	0	0	0	0	0	0	1.68892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99347	0	0	0	0	0	0	0	0	0	1.12794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	0	0	0.11036	0.0292	0	0	0	1.43801	0.34485	0	0	0	0	9.03133	0.09625	0.05538	0	6.30836	0	0	0	0	0	0	0	0	0.17792	0.56183	3.02484	0.25331	1.67807	0.59764	0.95156	0	2.55535	0	0.6546	0	8.60563	0	0	0.14017	0	0	9.9474	0.97485	0	0.90275	0	2.6577	0	0	0.72065	0	0	0	3.97645	0.08655	1.25168	0	0.28511	0.25013	0	2.56053	0.40291	0	4.11049	0	0	0	0	0	0	0	0	0	0.16231	0	0.47188	0	0	0	0.64019	5.6058	0	0	0.69547	0	0	1.43146	0	0.31549	0.22318	0	1.94595	0	2.64863	0.37276	0	0	0	0.4456	5.9391	0	0.15608	0	1.2338	0	0	0	0.11861	0.53034	23.99903	0	0	0	0.90038	0	1.0722	0	0.20948	0	0	0	1.28117	0	0	0	0	0	0	0.28918	0	0	0	0.22434	1.12554	1.66071	0	0.07917	0	0.56638	0	0	0.48119	0	0.65605	0	0.01993	0.02457	0	0	0	1.28329	0.1972	0	0	0	0	5.11569	0.03207	0	0	2.83398	0	0	0	0	0	0	0	0	0.06868	0.40212	1.88027	0.1291	0.74273	0.10561	0.54944	0	0.82197	0	0.18902	0	3.63232	0	0	0	0	0	3.9215	0.42748	0	0.27273	0	2.03062	0	0	0.43156	0	0	0	2.75548	0.03209	0.57006	0	0.06512	0.14628	0	1.13543	0.26283	0	2.22395	0	0	0	0	0	0	0	0	0.23434	0	0.19258	0	0	0	2.26261	0	0.03337	0.41699	0	0	0.99795	0	0.21172	0	0	0.87501	0	1.2876	0.20658	0	0	0	0.18237	3.22559	0	0.11087	0	0.44112	0	0	0	0.11871	0.29584	15.24729	0	0	0	0.50418	0	0.84844	0	0.2182	0	0	0	0.51885	0	0	0	0	0	0	0.14046	0	0	0.05968	0.16121	0.4436	0.7716	0	0	0	0.21892	0	0	0.19759	0	0.4231	0	0.29486	0	0	0	0	0.46129	0	0	0	0.18994	0.01453	0	0	0	0.32391	0.01018	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter	0	0	0.49083	0	0	0	0	0.51977	0	0	0	0	0	0	0	0	0	0.14253	0	0	0	0	0	0	0	0	0	0	0	0	0.74338	0	0	0	0	0	0	0	0	0	0	0	0.14878	0	0.17708	0.60794	0.24533	0.55645	0	0	0	0	0	0	0	0	0	0	0	0.52576	0.05694	0	0	0	0.35419	0	0	0	0	0	0	0	0	0	0.08331	0	0	0	0	0	0	0	0.24813	0.08349	0	0	0	0	0	0	0	0.09915	0	0	0.14906	0	0	0	0.86369	0	0	0	0	0	0	0	0.05743	0	0	0	0	0.2448	0	0	0	0	0.05233	0	0.95293	0	0.15093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70677	0	0	0	0	0	0	0	0	0	0	0.25822	0	0	0	0	0.08391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34918	0	0	0	0	0	0	0	0	0	0	0	0.19802	0	0	0.31577	0.03447	0.05433	0	0.00633	0	0	0	0	0	0	0	0	0	0.13641	0	0	0	0.01718	0.11244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05433	0	0	0	0	0	0	0.39771	0	0.06316	0	0	0	0	0	0	0	0	0	0	0.16103	0	0	0	0	0	0	0.40623	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Olsenella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00876	0	0	0	0.02476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	0	0	0	0	0	0	1.99878	0	0	0	0	0	0	0	0	0	0.69429	0	0	0	0	0.04951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06474	0	0	0	0	0	0	0	2.3399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73928	0	0	0	0	0	0	0	0	0	0.50692	0	0	0	0	0.12514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.12273	0	0	0	0	0	0	0	0.90027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	11.63427	9.43488	0.97385	3.85406	0.6418	0.66921	0	0	0.22597	0.56827	6.01043	0.38896	0.28463	0.68485	0	2.05686	0	0	0.87012	13.52979	0.03655	3.13342	0	4.77001	4.3763	0.29208	0.11077	2.71093	4.25883	0.25264	2.53757	2.17141	0	0.00691	0.2057	6.40414	16.55893	3.31238	9.36126	0.54245	3.01673	0	0.31068	0.08498	6.60596	0	2.11937	0.21967	0.49707	0.01033	0	0.22219	0	0.68984	0.78318	0	0	0	1.69282	0.91028	2.18186	0.07985	1.59644	0.15197	2.6585	3.69387	0	0	3.37145	2.70923	25.06667	8.46299	10.77463	26.31427	13.98555	0.51657	27.98718	3.7315	21.94805	0	0	26.65685	0	0	0.189	6.3516	0	1.84991	1.28089	0	1.43011	0.41968	0.36008	0	0.46706	3.47111	3.45225	0	0.21955	6.59436	0.22009	1.44237	0	0.69446	1.73788	1.70639	1.38512	0	0	8.9532	0	2.65079	0.48683	3.92068	14.14212	0.17872	0	0	0.74143	0.50906	8.40194	3.98496	8.86865	2.75713	26.7357	5.22745	36.83595	1.803	20.0154	11.40873	3.31994	1.19962	1.91599	0.03893	14.71348	0.41589	0.28745	7.82421	3.87446	42.4868	18.21817	10.08286	6.24665	67.17109	16.40029	61.51332	0.98772	9.88977	1.88175	5.26828	0.65922	0.56305	0	0	0.48886	0.71978	5.87906	1.3454	1.03488	0.85665	0	3.44073	0	0.05375	0.76047	18.62222	0.85068	4.50803	0	3.30733	5.15413	0.53239	0.48936	3.92622	4.1842	0.43934	2.38721	1.52858	0	0.0768	0.1115	7.59394	19.02614	3.45825	14.44892	0.96035	4.73011	0	0.31974	0.22161	6.9707	0.03878	3.07223	0.28452	0.84835	0	0	0.0835	0	1.69941	0.87204	0	0	0	1.76592	1.17459	2.27496	0.39541	4.11091	1.53509	3.9727	5.94651	0.06276	0.02426	6.25114	3.29084	31.89544	10.43082	16.04511	32.72968	0.97531	34.05609	5.17742	27.41438	0	0	25.57824	0	0.32586	6.97895	0	2.26574	2.08652	0.04355	2.85605	0.83857	0.32745	0	0.83469	4.44978	3.95374	0	0.4382	8.60536	0.53519	1.66879	0	1.02727	2.13876	1.95039	1.71279	0.06235	0	9.211	0	3.08148	0.63359	4.53289	15.61268	0.31758	0	0	1.09948	0.45716	11.15604	5.32368	10.59853	3.33107	23.86771	5.85265	37.35827	2.26829	23.11822	13.98159	5.74591	1.53641	4.09625	0.07778	19.77437	0.54036	0.98061	10.95414	4.87925	52.92487	27.74651	12.18513	9.4868	68.23425	17.12015	68.79451	2.55038	13.69386	50.96559	4.98808	10.10321	12.01218	6.46056	0.48002	10.22863	9.19125	16.04421	51.78677	8.57367	10.37488	15.27992	7.23548	0.38173	11.68056	11.99591
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	0	0.15474	0.16736	0.03162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29703	0	0	0	0.00578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16274	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53483	0	0.25737	0	0.01144	0	0	0	0.45325	0	1.64209	0.63772	1.10835	1.49818	1.05251	0	1.63647	0	0	0	0	0.14214	0	0	0	0.02076	0	0	0.03205	0	0	0	0	0	0	0.61218	0	0	0	0	0	0.53895	0	0	0	0	0	0	0	0	0	0.01299	0	0.4831	1.096	0	0	0	0	0.26196	0	2.59756	0.93945	0.02273	0.99267	1.49249	0	0.43327	0	0.03979	1.59475	0	0.0331	0	0.40093	0	0	1.61967	0	0	0	1.15269	0	0	0	0	0	0.05091	0.1601	0.01807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53552	0.05479	0	0	0.0192	0	0	0	0	0	0	0	0.03897	0	0	0	0	0	0	0	0	0	0	0.14254	0	0	0	0	0	0	0.04807	0	0	0	0	0	0	0.35209	0	0.19249	0	0.07496	0	0	0	0.42183	0.04524	0.82259	0.12618	0.83505	1.36046	0	0.60369	0	0	0	0	0.10537	0	0	0.07094	0	0	0.03193	0	0	0.01584	0	0	0	0.25909	0	0	0	0	0	0.23098	0	0.01702	0	0	0	0	0	0	0	0.03039	0	0.22585	0.68962	0	0	0	0	0.23284	0	1.80367	0.80284	0.16731	0.53939	1.29477	0	0.39762	0	0.11068	0.7313	0	0	0	0.18164	0	0	0.80476	0	0	0	0.7826	0	0	0	0	0	0.84501	0.09254	0	0.33268	0.64218	0	0	0	0.10967	0.72585	0.297	0	0.30855	0.27484	0	0	0.07389	0.1579
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	0	0.7022	0.4342	0	0	0	0	0	0	0	0	0	1.21173	0	0	0	0	0	0	0	0	0	2.90477	0.18776	0.58412	0	0	0.3805	0.14195	0.02075	0	0.14776	0	0	0	0	0	0	0	0.48388	0	0	0	0	0	0	0.22352	0	0	0	0	0	0	0	0.60668	0	0	0	0.10645	0.05056	0.76397	0	0.13755	0	0	1.04795	0	0	0.46215	0.42835	4.86012	1.15689	2.07983	2.96139	2.25217	0	0	0.64024	0	0	0	1.22281	0	0	0	1.26999	0	0.17445	0.20754	0	0	0.05338	0.07289	0	0	0.03594	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7751	0	0.32859	0	0.56514	1.79797	0	0	0	0.13525	0	0	0.6112	1.59252	0.3664	0	2.3168	0	0.05567	1.05274	0.25699	0	0.53375	0	0	0.09626	0	0	0.33079	0.93719	0	0	1.13432	0.52534	0	0.58846	0	0	0.55283	0.48836	0	0	0	0	0	0	0	0	0	0.76841	0	0	0	0	0	0	0	0	0	3.43235	0.35442	0.67407	0	0	0.3757	0.15174	0.06717	0	0.15353	0	0	0	0	0	0	0	0.40653	0.11255	0	0.11277	0	0	0	0.40314	0	0	0	0	0	0	0.21217	0.3791	0	0	0	0.08558	0.0254	0.85201	0	0.42705	0	0	0.7739	0	0	0.61132	0.76782	5.30998	1.38259	2.73169	3.15689	0	0	0.58796	0	0	0	0.94848	0	0	1.60382	0	0.14939	0.30447	0	0	0.06215	0.11959	0	0	0.16906	0	0	0	0	0	0	0	0	0.01484	0	0	0	0	2.9505	0	0.34991	0	0.73637	1.96739	0	0	0	0.29754	0	0	0.7785	1.91034	0.56344	0	2.3042	0	0.06296	0.92077	0.32246	0	0.498	0.03977	0	0.36827	0	0	0.45768	0.8372	0.02073	0	1.12288	0.75681	0	0.56004	0	0	0	0	0.28919	1.78185	1.92827	0.28968	0	1.05529	0.69637	0	0	0.36222	1.99688	2.15464	0.73086	0	1.2069	0.89297
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16853	0	0	0	0	0	0	0	0	0	0	0.46063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26231	0	0	0	0	0	0	0	0	0	0	0	1.21423	0	0.11605	0	0	0	0	0	0	0.16724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44296	0	0	0	0	0	0	0	0	0	0	0	0.12491	0	0	0	0	0	0	0
