PercentCoverage	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
taxid:203123|Oenococcus_oeni_PSU-1	0	0	0	0	0	0	0.005	0	0.0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0	0	0	0	0.00520000000001	0	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0.0527	0.00520000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0095	0	0	0	0.00520000000001	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201	0	0.005	0	0.005	0	0.0047	0	0	0	0.0045	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:203124|Trichodesmium_erythraeum_IMS101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:203267|Tropheryma_whipplei_Twist	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1439	0	0	0.0101	0	0	0	0	0	0.0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0688	0	0	0
taxid:203275|Tannerella_forsythia_ATCC_43037	0.0733	0.0568	0.0936	0.1617	0.2279	0.1	0.0313	0.1355	0.0593	0.07	0.2241	0.1228	0.1191	0.1151	0.1692	0.2011	0.2566	0.1279	0.1023	0.0326	0.376	0.1004	0.0878	0.1681	0.1042	0	0.067	0.2236	0.1918	0.2095	0.0499	0.0824	0.1175	0.031	0.0943	0.0027	0.0957	0.0736	0.2061	0.0053	0.3579	0.2966	0.1514	0.0639	0.0072	0.151	0.146	0.0338	0.1073	0.1429	0.1532	0.1357	0.0734	0.0666	0.0623	0.3196	0.0134	0.207	0.1795	0.142	0.0927	0.0713	0.1748	0.3095	0.0872	0.115	0.155	0.0565	0.2435	0.2625	0.0771	0.1452	0.2843	0.3727	0.1974	0.2016	0.1094	0.2016	0.1876	0.0843	0.123	0.2605	0	0.1096	0.1537	0.0934	0.0916	0.1053	0.1673	0.3125	0.0954	0.143	0.0607	0.1043	0.1279	0.1268	0.0671	0.0051	0.0227	0.0606	0.1128	0.1444	0.1496	0.1611	0.1114	0.1561	0.0565	0.231	0.1086	0.2455	0.0922	0.206	0.1858	0.1092	0.1333	0.1264	0.1972	0.1291	0.0926	0.0635	0.0542	0.1232	0.1807	0.1024	0.0786	0.0858	0.0314	0.1014	0.1108	0.1453	0.3315	0.3011	0.0817	0.1757	0.211	0.1061	0.2549	0.2516	0.2816	0.1467	0.0534	0.0264	0.2749	0.1238	0.1665	0.2358	0.1473	0.0349	0.1289	0.1064	0.1589	0.0719	0.1059	0.1253	0.1873	0.095	0.2342	0.0346	0.0216	0.0803	0.0679	0.1667	0.1696	0.0449	0.1445	0.0373	0.205	0.2606	0.072	0.0646	0.2858	0.0465	0.1501	0.04	0.0943	0.0236	0.2521	0.106	0.2881	0.2636	0.2281	0.1141	0.0367	0.103	0.1655	0.0401	0.0521	0.121	0.1065	0.2237	0.1433	0.267	0.1155	0.2857	0.0927	0.1827	0.3082	0.1572	0.1225
taxid:203907|Candidatus_Blochmannia_floridanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128	0
taxid:204536|Sulfurihydrogenibium_azorense_Az-Fu1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0.0054	0	0	0	0	0	0	0	0	0	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0.00520000000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00559999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00559999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0	0	0	0	0	0	0	0.0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0	0	0	0	0	0	0	0	0
taxid:204669|Candidatus_Koribacter_versatilis_Ellin345	0.0016	0	0	0	0	0	0	0.0047	0	0	0	0	0	0.0014	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0.0014	0.0016	0	0	0	0.0014	0	0	0.0017	0	0	0	0	0.0013	0.0015	0	0	0	0.0017	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0.0015	0	0	0	0	0	0.0016	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031	0	0.0016	0	0	0	0	0.0046	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0.0016	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0.0016	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:204722|Brucella_suis_1330	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0.00559999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:204773|Herminiimonas_arsenicoxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0.0027	0	0	0	0.0053	0	0	0	0	0	0	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0	0.0091	0	0	0	0	0	0.0172	0.0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0.0027	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191	0	0	0.0206	0	0	0	0
taxid:205913|Bifidobacterium_longum_DJO10A	52.6507	0.0499	0.0183	0	0.0516	18.5743	0	34.7155	0.0135	1.0896	6.1215	0.2004	2.1479	9.3453	0.0321	0	34.7872	0	17.9931	15.1114	0.0069	0	2.4702	0.0037	0.0581	0.0036	10.5743	13.391	1.0121	0.007	3.1993	0.0039	82.7752	2.6035	0.7036	0.0073	12.2376	0	0.0868	0.0394	0.0037	0.2949	0.0825	0.1333	0.323	0.0032	2.6596	0.004	12.27	1.8	0.0117	5.3412	0.9333	0	5.0156	0.0779	0.015	7.825	0.0078	1.1451	0.0076	0.00329999999999	48.7787	5.1533	53.6645	2.2876	0.0073	9.5742	1.7748	36.1179	0.093	5.9896	0.0071	0.9362	22.5356	1.4625	1.7638	0	0.2856	0.948	23.8478	0.0039	0.0031	0	0.2362	3.6425	14.9185	2.1431	8.6194	9.1144	23.6525	41.7694	0.5965	1.3805	1.6847	0	0.008	16.3741	5.1369	0.0038	0.589	0.0076	0	11.2273	10.8825	2.4889	52.8865	0.3329	9.9688	2.1877	6.0564	5.5536	4.0403	0.0149	0.2989	0.004	23.3831	0.0559	34.1761	2.2235	0	0.0103	12.2777	0.2124	0.00790000000001	0.0077	15.2898	0	11.5725	1.3887	0.3593	12.8408	2.7661	0.00329999999999	0.0312	0.0039	0.0309	0.0032	0	30.1585	21.3471	9.2031	0.0035	2.6108	0	0.0036	33.7717	0.4466	0.0174	36.0659	14.6623	0.2983	17.5922	0.2224	0.004	15.5569	24.8025	29.9141	0.7577	6.1472	9.0443	4.7343	1.0255	5.2531	18.8012	0.0157	0.6677	19.6987	0.0408	0.0231	0.0037	0.1986	0.0075	12.0826	0.0074	7.2009	18.7519	24.554	0	6.3796	0.0039	2.887	0.7805	15.421	0	10.7303	0.2957	0.0482	3.6512	0.0068	6.696	10.6288	8.9818	0.0231	10.0349	4.9447	18.1066	21.1275	0
taxid:205914|Haemophilus_somnus_129PT	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0.0174	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0	0.0085	0	0	0	0	0	0	0.0045	0	0	0	0	0	0.00520000000001	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00830000000001	0.0041	0	0.0045	0	0	0	0	0.0046	0	0	0	0.222	0.0051	0.0205	0	0	0	0.0088	0	0.0142	0.0046	0	0.0136	0	0	0	0	0	0	0	0.0499	0	0	0	0.0091	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0.0126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0764	0	0.0046	0	0	0	0.0051	0	0	0	0	0.0089	0	0.0046	0.013	0	0	0.0198	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0.0046	0	0	0.0044	0	0
taxid:205918|Pseudomonas_syringae_pv._syringae_B728a	0	0	0.0092	0	0	0	0	0.0014	0	0	0.0015	0	0	0	0	0	0.0016	0	0	0	0.0014	0	0	0	0	0	0.0026	0	0.0059	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0.0014	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0.0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0.0063	0	0	0	0.0013	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0
taxid:205921|Streptococcus_agalactiae_A909	0	0.0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:205922|Pseudomonas_fluorescens_Pf0-1	0	0	0.1299	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0.1127	0	0	0	0.0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0.0012	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0.0014	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:206672|Bifidobacterium_longum_NCC2705	1.8735	0.0034	0.022	0.4257	0.0157	0.8985	0.0703	0.6683	0.008	41.6348	0.1503	0.172	0.0677	0.229	0.6045	0.0068	0.8341	0.7706	0.1664	0.1975	0.0081	0.068	0.4176	0.0238	0	0.0347	0.4624	0.4034	0.0549	0.0697	0.011	0.0233	2.8591	0.0219	0.1971	0.0746	0.3948	0.0192	0.0577	0.0147	0.0212	0.0041	0.0195	0.0156	11.1268	0	0.0356	0.3902	0.1559	0.0098	0.0096	0.1202	0	0.009	0.0127	0.1061	1.062	0.1376	0.0123	0	0.0036	0.0549	1.1484	0.2132	0.4158	0.0206	0.0661	0.2203	0.0726	1.2608	0.0985	0.2364	0.0041	20.0536	0.7357	0.0642	0.0603	0.1398	0.0299	0.0311	0.0998	0.0036	0.063	0.0318	0	0.024	0.6259	0.0607	0.0713	0.0996	0.2364	1.4553	0.0123	0.0369	0.0279	0.0074	0.0373	0.432	0.1914	0.1526	0.0567	0.0429	0.129	0.0308	0.1213	0.1157	1.716	0.0577	0.5384	0.0656	0.1515	0.0109	0.0194	0.0887	0.0245	0.0227	0.9166	0.0092	1.3638	0.0502	0.0104	0.254	0.5232	3.6198	1.3626	0.0244	0.118	0.1097	0.4652	0.0531	0.0041	0.5259	0.0177	0	0	0.0034	5.0904	0.0081	0.0723	1.3665	0.9012	0.0476	0.0078	0.0752	0	0.0041	0.3902	0.1316	0.3637	0.108	0.1219	14.486	0.6712	0.0304	0.0042	0.2	0.1371	1.3124	0.0123	0.1938	0.0119	0.2113	0.0121	0.0407	0.1141	0.0288	0.0436	0.5905	0.0041	8.957	0.0224	0.0805	0.0739	0.4263	12.3715	0.0619	0.6657	0.9711	0	0.1231	0	0.0821	0.0385	0.1019	0.0311	0.4398	9.1372	5.5111	0.1418	0.0658	0.1659	0.00830000000001	0.3093	0.0099	0.072	0.0203	0.6367	0.6522	0.0041
taxid:207559|Desulfovibrio_alaskensis_G20	0.0024	0.0042	0	0	0.0024	0.00250000000001	0	0.0024	0.0315	0	0	0.0021	0.0069	0.017	0	0	0.0729	0.0506	0.0359	0.0024	0	0	0.005	0	0.00250000000001	0	0.00250000000001	0	0	0.1391	0.0613	0	0.0024	0	0.0046	0	0	0.00250000000001	0.0045	0.0284	0	0.0963	0.0831	0	0.0023	0.00250000000001	0.0019	0	0	0.00250000000001	0.0023	0	0.0162	0	0.0099	0.0042	0.0925	0.0279	0.0024	0.00250000000001	0.023	0.0072	0.00250000000001	0.0024	0	0.0021	0	0	0.027	0.0022	0	0	0.0023	0	0	0.1117	0	0	0	0.0024	0	0.0024	0	0.048	0.0331	0.0048	0.0022	0	0.0713	0.005	0	0	0	0.0045	0.0168	0	0	0	0	0	0	0.0257	0.00250000000001	0.0145	0	0	0.0284	0.002	0	0	0.024	0.0024	0.0024	0.0261	0.0024	0	0	0.00250000000001	0	0	0.0022	0	0	0	0.0303	0.0046	0	0	0	0.1558	0.0284	0.0046	0.0045	0	0.0043	0.1688	0.0636	0.0042	0.1377	0.0069	0.0024	0	0.0572	0	0.0198	0.0099	0	0	0.0021	0	0.00289999999999	0	0	0	0.00250000000001	0	0.00250000000001	0	0.005	0.0024	0	0	0	0.0049	0.0048	0.0232	0	0	0	0.00250000000001	0.002	0	0	0	0.0024	0	0.0924	0	0	0.0269	0.00250000000001	0	0.0024	0	0	0.00250000000001	0.0024	0	0	0	0.0024	0	0.0143	0.00250000000001	0	0.0371	0.0165	0.0045	0
taxid:207949|Bermanella_marisrubri	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:208435|Streptococcus_agalactiae_2603V/R	0	0.0117	0	6.3658	0	0.0043	0	0.004	0.00830000000001	0	0	0	0	0.0084	0	0.0423	0.0044	0.0038	0	0.0123	0	0.0346	0	0	0	0.0039	0	0	0.0165	0	0.0036	0	0	0	0.0128	0	0	0	0	0.3291	0	0	0	0	0	0	0.00830000000001	0.0044	0.0088	0	0	0	0	0	0	0.0043	0	0.0034	0	0	0	0	0.0738	0.0506	0	1.0111	0	0.0085	0.0043	0	0.0159	0.0244	0.0086	0	0.0425	0	0	0.0043	0.0044	0.0318	0	0.0043	0.0224	0	0.0043	0.0041	0.0039	0	0	0	0.0041	0	0.5904	0.0129	0	0	0	0	0.251	0	0	0	0	0	0.0737	0.0043	0.0177	0.0041	0	0	0	0	0	0	0.0215	0.0044	0.0955	0	0	0	0	0.00830000000001	0.0045	0	0.0731	0	0.1734	0.0044	0	0	0.0043	0.0085	0	0	0	0	0.0795	0	0.0041	0.0405	0.0247	0.0125	0.0043	0	0	0	0.0135	0.0147	0	0	0.0165	0	0.0041	0	0.0347	0	0	0	0	0	0	0	0	0.0043	0	0.0607	0.0374	0	0	0	0	0	0	0.0085	0.0041	0	0	0	0	0	0	0	0	0.0041	0	0.0043	0.0082	0.0264	0	0	0	0	0	0	0.1275	0	0	0	0
taxid:208596|Carnobacterium_sp._17-4	0	0	0	0	0	0.0034	0	0	0.0561	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0.00869999999999	0	0.0035	0	0.0311	0	0	0	0.0036	0	0	0	0	0	0	0.0199	0.0032	0.0138	0	0.00289999999999	0	0.0158	0	0.0255	0	0	0.0036	0	0.0031	0	0	0	0	0	0	0	0	0.034	0.0111	0	0	0	0	0	0.00329999999999	0	0.0338	0.0034	0	0	0	0	0	0	0.0071	0	0	0	0	0.0034	0	0	0	0	0	0	0	0.0101	0	0	0.0099	0	0	0.0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0.00329999999999	0	0	0	0	0	0	0	0	0	0	0.0069	0	0	0	0	0	0	0	0	0	0	0	0	0.0035
