NormalizedPercentage	CCIS00146684ST-4-0	CCIS00281083ST-3-0	CCIS02124300ST-4-0	CCIS02379307ST-4-0	CCIS02856720ST-4-0	CCIS03473770ST-4-0	CCIS03857607ST-4-0	CCIS05314658ST-4-0	CCIS06260551ST-3-0	CCIS07277498ST-4-0	CCIS07539127ST-4-0	CCIS07648107ST-4-0	CCIS08668806ST-3-0	CCIS09568613ST-4-0	CCIS10706551ST-3-0	CCIS10793554ST-4-0	CCIS11015875ST-4-0	CCIS11019776ST-4-0	CCIS11354283ST-4-0	CCIS11362406ST-4-0	CCIS11558985ST-4-0	CCIS12370844ST-4-0	CCIS12656533ST-4-0	CCIS13047523ST-4-0	CCIS14449628ST-4-0	CCIS15704761ST-4-0	CCIS15794887ST-4-0	CCIS16326685ST-4-0	CCIS16383318ST-4-0	CCIS16561622ST-4-0	CCIS17669415ST-4-0	CCIS19142497ST-3-0	CCIS20795251ST-4-0	CCIS21126322ST-4-0	CCIS21278152ST-4-0	CCIS22275061ST-4-0	CCIS22416007ST-4-0	CCIS22906510ST-20-0	CCIS22958137ST-20-0	CCIS23164343ST-4-0	CCIS24254057ST-4-0	CCIS24898163ST-4-0	CCIS25399172ST-4-0	CCIS27304052ST-3-0	CCIS27927933ST-4-0	CCIS28384594ST-4-0	CCIS29210128ST-4-0	CCIS29688262ST-20-0	CCIS31434951ST-20-0	CCIS32105356ST-4-0	CCIS32452666ST-4-0	CCIS33816588ST-4-0	CCIS34055159ST-4-0	CCIS34604008ST-4-0	CCIS35092938ST-4-0	CCIS35100175ST-4-0	CCIS36699628ST-4-0	CCIS36797902ST-4-0	CCIS37250421ST-4-0	CCIS38765456ST-20-0	CCIS40244499ST-3-0	CCIS41222843ST-4-0	CCIS41288781ST-4-0	CCIS41548810ST-4-0	CCIS41692898ST-4-0	CCIS41806458ST-4-0	CCIS44093303ST-4-0	CCIS44676181ST-4-0	CCIS44743950ST-4-0	CCIS44757994ST-4-0	CCIS45571137ST-3-0	CCIS45793747ST-4-0	CCIS46047672ST-4-0	CCIS46467422ST-4-0	CCIS47284573ST-4-0	CCIS47745468ST-4-0	CCIS48174381ST-4-0	CCIS48507077ST-4-0	CCIS48579360ST-4-0	CCIS48725289ST-4-0	CCIS50003399ST-4-0	CCIS50148151ST-4-0	CCIS50369211ST-20-0	CCIS50471204ST-4-0	CCIS50561855ST-4-0	CCIS51595129ST-4-0	CCIS51667829ST-4-0	CCIS52234160ST-4-0	CCIS52370277ST-4-0	CCIS53043478ST-4-0	CCIS53355328ST-4-0	CCIS53557295ST-4-0	CCIS54027808ST-4-0	CCIS55230578ST-4-0	CCIS55531770ST-4-0	CCIS56503244ST-3-0	CCIS58234805ST-4-0	CCIS59132091ST-4-0	CCIS59903910ST-4-0	CCIS61287323ST-4-0	CCIS62605362ST-3-0	CCIS62794166ST-4-0	CCIS63448910ST-4-0	CCIS63468405ST-4-0	CCIS63910149ST-4-0	CCIS64773582ST-4-0	CCIS64785924ST-20-0	CCIS65479369ST-4-0	CCIS70398272ST-4-0	CCIS71301801ST-4-0	CCIS71578391ST-4-0	CCIS72607085ST-4-0	CCIS74239020ST-4-0	CCIS74726977ST-3-0	CCIS76563044ST-4-0	CCIS76845094ST-20-0	CCIS77100899ST-4-0	CCIS77252613ST-4-0	CCIS78100604ST-4-0	CCIS78318719ST-4-0	CCIS79210440ST-3-0	CCIS80834637ST-4-0	CCIS81139242ST-4-0	CCIS81710917ST-20-0	CCIS81735969ST-20-0	CCIS81887263ST-4-0	CCIS82146115ST-4-0	CCIS82507866ST-3-0	CCIS82944710ST-20-0	CCIS83445808ST-4-0	CCIS83574003ST-4-0	CCIS83870198ST-4-0	CCIS84543192ST-4-0	CCIS85214191ST-3-0	CCIS87116798ST-4-0	CCIS87167916ST-4-0	CCIS87252800ST-4-0	CCIS87290971ST-4-0	CCIS87605453ST-4-0	CCIS88007743ST-4-0	CCIS88317640ST-4-0	CCIS90164298ST-4-0	CCIS90166425ST-4-0	CCIS90443472ST-4-0	CCIS90903952ST-3-0	CCIS91228662ST-4-0	CCIS93040568ST-20-0	CCIS94417875ST-3-0	CCIS94496512ST-4-0	CCIS94603952ST-4-0	CCIS95097901ST-4-0	CCIS95409808ST-4-0	CCIS96387239ST-4-0	CCIS98482370ST-3-0	CCIS98512455ST-4-0	CCIS98832363ST-4-0	CCMD11006829ST-21-0	CCMD12232071ST-21-0	CCMD13071240ST-21-0	CCMD13934959ST-21-0	CCMD14479708ST-21-0	CCMD18872694ST-21-0	CCMD19497912ST-21-0	CCMD23101338ST-21-0	CCMD25511638ST-21-0	CCMD25963797ST-21-0	CCMD26709089ST-21-0	CCMD26925580ST-21-0	CCMD34381688ST-21-0	CCMD35802077ST-21-0	CCMD40701343ST-21-0	CCMD42428553ST-21-0	CCMD45988061ST-21-0	CCMD46222674ST-21-0	CCMD46947453ST-21-0	CCMD48236717ST-21-0	CCMD50071957ST-21-0	CCMD51864103ST-21-0	CCMD60079086ST-21-0	CCMD63399960ST-21-0	CCMD64503764ST-21-0	CCMD64776337ST-21-0	CCMD72895164ST-21-0	CCMD74930188ST-21-0	CCMD79987997ST-21-0	CCMD82866709ST-21-0	CCMD86114146ST-21-0	CCMD86707194ST-21-0	CCMD87156761ST-21-0	CCMD88272491ST-21-0	CCMD90311071ST-21-0	CCMD93344354ST-21-0	CCMD95433940ST-21-0	CCMD96553385ST-21-0	MMPU29365221ST	MMPU68403337ST	MMPU72854103ST	MMPU84450604ST	MMPU99077057ST
taxid:1104326|Enterobacter_cloacae_subsp._dissolvens_SDM	0	0	0	0	0	0	0	0	0.0126645927696	0	0	0	0.000332016720734	0	0	0	0	0	0	0.000201518079521	0	0	0.000453293650741	0	0	0.00042670091669	0	0	0.0396376929847	0	0.0103671169136	0	0	0	0.0128862113217	0	0	0	0.000816952802573	0.00271270402806	0.00017135759879	0	0.00748846983992	0	0	0	0.000220272347546	0	0.00366820600884	0.000413891412494	0.00297078808048	0	0.00498871028174	0	0	0	0.00111256489625	0.0123543967685	0.0117990598965	0	0	0	0	0	0	0.00030034901618	0	0	0	0.00714052612262	0	0.00109058768571	0	0	0.000297994141175	0.0106806720383	0	0	0	0	0	0.00149536495271	0	0	0.00741292960163	0.000688302209041	0	0.0141486504585	0	0.00270921353851	0	0.00053564579658	0	0.00226717964928	0	0	0.000175645673002	0	0	0.000216387848412	0.00105657253723	0.00980642995634	0	0	0	0	0	0.00181991720981	0	0	0	0.0774379446424	0	0.00033331343052	0	0	0	0	0	2.27886956218	0	0	0	0.0302481125768	0.000640230182498	0	0	0	0	0.00131729009627	0	0.0221775511965	0.000707105772828	0	0	0	0	0	0	0	0.0479954892031	0	0	0	0	0	0	0.000489679892535	0	0	0	0	0.238020119789	0.040176876025	0	0	0	0	0.000563678827183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000345626945944	0.00114753411198	0	0	0.0156296878515	0	0	0	0	0	0	0.000402549926687	0.000436695176019	0	0.0034581787629	0	0	0	0	0	0	0.000169119634608	0.000190018731371	0
taxid:1105098|Rickettsia_prowazekii_str._GvV257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00157742742346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1105100|Rickettsia_rickettsii_str._Hino	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138131933046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109364302417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1105104|Rickettsia_rickettsii_str._Brazil	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139689172221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011059722787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1105105|Rickettsia_rickettsii_str._Arizona	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00138419708588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109592145253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1105107|Rickettsia_canadensis_str._CA410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000922505131604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109392256071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000884691703372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00211510339405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00120736791044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013126543649	0	0	0
taxid:1105110|Rickettsia_australis_str._Cutlack	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000928257921979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102893735584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000666546663914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1105111|Candidatus_Rickettsia_amblyommii_str._GAT-30V	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118446170979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000937783362429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1105112|Rickettsia_massiliae_str._AZT80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142272273156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00267428267936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137172466714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108604656448	0	0	0	0	0	0	0	0.00068977458646	0	0.00101210880327	0	0	0	0	0	0	0	0	0	0	0	0	0.000933759484417	0	0	0	0	0	0
taxid:1105114|Rickettsia_montanensis_str._OSU_85-930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000681866406731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013705681636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:110662|Synechococcus_sp._CC9605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000679234387588	0	0.000448502818126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254966619101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000581644578455	0	0	0	0	0	0	0	0.000431624532712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000702912884859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000703407585929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000749719857698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000403387723598	0.000542316668347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00139797899287	0	0	0	0	0	0	0	0.000473944291048	0	0	0	0	0
taxid:1107880|Leuconostoc_mesenteroides_subsp._mesenteroides_J18	0.0049175739311	0.00133304490476	0.025422889872	0	0.0316584457918	0.000552069898654	0.00140601867131	0	0.00873715899101	0.0284928603145	0.00111034818751	0	0	0.00274405575848	0	0	0.0072766858118	0	0	0	0	0	0	0.0090511493972	0	0.00210268661081	0.00270666405101	0	0.00204887075972	0	0.00212861798844	0.0142454243691	0	0.00467073484561	0	0.000734074548169	0	0.0115769222949	0.000670960092672	0.000477414224192	0	0.00690149860357	0.00108533833115	0	0.000317459820963	0	0	0	0.0024649224781	0.00305934636184	0.0170792751755	0.00164077533011	0.00102430198612	0	0	0	0.000456872565675	0	0	0	0.00627667472995	0.00063030291261	0	0	0	0	0	0.000500155755741	0.000387258427056	0.00109959107809	0.0181709897527	0.00806125802044	0.016992285544	0	0	0.00213372815659	0	0	0.0058628082646	0	0	0	0.000764227710212	0.00048198825026	0	0.000847949806604	0.0425323394569	0	0.0165107167196	0	0	0	0.000876050701466	0.00310337607181	0.00252484292838	0	0	0	0.00308601852934	0	0	0.00151012162167	0	0	0	0.000603094897183	0.102823084615	0	0.00701088209889	0	0	0	0.00994935947647	0.0813034520835	0.0107745846172	0.00302792317274	0	0.0284977473124	0.0039242277871	0.00915345126979	0	0	0	0.00954697062533	0.000525818506562	0	0	0	0.0070296878943	0	0	0.00153923955479	0	0	0.00384898330729	0	0	0.0115663411763	0	0.00228126756765	0	0.0217470216442	0	0.00740663980653	0	0.00254766802177	0	0.00723909872237	0	0.00108009739793	0.00371438696111	0	0	0	0	0.00174252153617	0	0	0	0	0	0	0	0	0.00652878052399	0	0	0	0.00424317683017	0	0	0	0	0	0.00527198435186	0	0	0	0	0	0	0	0	0.00349794087927	0	0.00174062848835	0.00595102781307	0.00376588814667	0.00728076725254	0	0.00187604456617	0.00287556951317	0	0.015342851657	0	0.000748776203458	0	0	0
taxid:1110502|Tistrella_mobilis_KA081020-065	0.000730119744307	0	0.000187390270759	0	0	0.000573766652468	0	0	0.000432406465591	0	0	0	0	0	0	0	0.00112039480386	0	0	0.000172010506187	0	0.000378921390012	0	0	0.000767678766309	0.000182110312	0	0	0	0	0	0	0	0	0.000868368108791	0	0.000240799875259	0	0	0.000330784636659	0	0	0.000375997642433	0	0	0	0	0	0	0.000353286769796	0	0.000284209834933	0	0	0	0	0	0	0.000549347217649	0	0	0	0	0.00200711886838	0	0	0	0	0.000134159322864	0.00126978424189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000293758286274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106690038771	0	0.000528543317777	0	0	0	0	0	0	0	0	0.000666708531236	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119119648402	0	0	0	0	0	0	0.000301833986089	0	0	0	0	0	0	0.000610122651106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303074917245	0.00101266886266	0	0	0	0.00157004570642	0	0	0.000301506078424	0	0	0	0	0	0	0	0	0	0.000259401219998	0.000144356049959	0.000162194966555	0
taxid:1111068|Geobacillus_thermoleovorans_CCB_US3_UF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127999596383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303308697962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1111069|Thermus_sp._CCB_US3_UF1	0	0	0.000963742799158	0	0	0	0	0	0	0	0	0	0	0	0.000523967169598	0	0	0	0	0	0	0	0	0.000597274615121	0.000493518740394	0	0	0	0.000304205741356	0	0.000632092395448	0	0.000369718454418	0	0	0	0	0	0	0	0	0	0	0	0	0.000910713847044	0	0	0.000731957900494	0	0	0	0.000228124597596	0.000642797488524	0	0	0	0	0.000941759005776	0	0	0	0	0	0	0	0	0	0	0.000326523200658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148664856455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000665771885235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000293447925774	0	0.00345732708982	0.000659819759527	0	0	0	0	0	0	0	0	0	0	0	0.000776161775786	0.000564591332326	0	0.000618624045234	0	0	0	0.000784460833032	0	0	0.00178712636756	0	0	0	0	0	0	0	0	0	0	0.000503756508254	0.000779352812494	0	0	0	0.000481949155138	0	0.000389517137678	0	0	0	0	0	0	0	0.000512339639632	0.000527511519457	0	0	0.000667046525024	0	0	0
taxid:1112204|Gordonia_polyisoprenivorans_VH2	0	0	0	0	0	0	0.000970221614366	0	0	0.000156043384514	0	0	0	0	0.000202931677654	0	0	0	0	0	0	0.000377380106912	0	0	0	0	0.000622576835501	0	0	0.000211541307764	0	0	0	0	0	0	0	0	0	0.000164719576194	0	0	0	0	0	0	0	0.000484188038576	0	0	0	0	0	0.000248954477124	0	0	0	0.000233388724585	0	0	0	0	0	0	0.000323916810008	0	0	0	0.000133613622615	0	0	0	0	0	0	0.000245396122037	0	0.000221382964037	0	0	0	0	0	0	0	0	0.000195662622376	0	0	0.000575776698979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000936210599814	0	0	0	0	0	0.000193422071659	0.000263180367884	0	0	0	0	0	0	0	0	0	0.000279957608527	0	0	0	0	0	0.0016103649969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000469062583497	0	0	0	0.00119796069888	0	0	0	0	0.000304838235367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336183259227	0	0	0	0	0	0	0.00030027968626	0	0	0	0	0	0	0.000204304398894	0	0	0	0	0.000161535229819	0
taxid:1114958|Bacillus_amyloliquefaciens_subsp._plantarum_CAU_B946	0	0	0	0	0	0	0	0	0.00375659781462	0	0	0	0	0	0	0	0	0	0.000331590026013	0	0	0	0	0	0	0	0	0	0	0	0	0.000549671590803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000332993241443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000806413131833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:1114965|Streptococcus_parasanguinis_FW213	0.0110892566517	0.0396091400266	0.395277820591	0.0406745689068	0.0967308744345	0.20812332587	0.0287219832469	0.00747928265445	0.253814815761	0.0650920356248	0.106708789554	0.00148763149689	0.00151918822288	0.00917267673724	0.0961198993637	0.0913289427972	0.00375371913553	0.129901169658	0.00552425060037	0.339784166172	0.121718743516	0	0.11252033271	0.0217890685391	3.28392394702	0.0390485759811	0.0159172250543	0.0130096800524	0.130952568636	0.00569306285533	0.401230945884	0.00101749596298	0.00963402349311	0.00144565483961	0.00232747240556	0.0606639700946	0	0.450018868565	0.0130832801358	0.0257112981006	0.00196017572102	0.00147884263446	0.0796146313392	0.0379281862282	0.000294774168345	0.00189849080955	0.00050394322834	0.0362251044348	0.041960954221	0.0530268801664	0.360787508452	0	0.484350450761	0.307527119468	0.537696064669	0.244379942713	0.148054346947	0	0.0260125075575	0.142274303845	0.731432080976	0.00526735366622	0.0649480411931	0	0.00653800945109	0.002290480467	0.00142084114434	0.0919541040056	0.00503418960526	0.00136135252048	0.0768635761424	0.144214876208	0.40233946463	0.0106953239641	0.0968094390005	0.0264166949138	0.0473633307854	0.00119158488967	0.0402845082754	0.249232771314	0.0247481035443	3.07772878913	0.141568404186	0.0161116347476	0.00423986001479	0.0425171907022	0.018430058261	0.634443164089	0.100745666312	0.0092972846937	0.0203164400289	0.0171564476874	5.30408892685	0.344640445218	0.00644714911773	0.000647775003611	0.43881526548	0.118130561402	0.256461525032	0.105446970175	0.00402874427436	0.0037392225471	0.173009900586	0.00144682944681	0.0397818427565	0.0123199512828	0.0342094107547	0.00555152119177	0.049711849415	0.00598182339011	0.155326841977	0	0.00335941057055	0.0465162056603	0.000909512153567	0.0121833748079	0.0275551222811	0.13504387913	0.0676706233014	0.0276228757907	0.00210887791158	0.0357482987671	0.0580476861552	0.0826422991543	0.0175767681405	0.0134581345869	0.0721823324442	0.0248422089412	0.0126195374894	0.00376715138765	0.0015723873616	0.105764176115	0.07198898119	0.00630947045768	0.0402067718737	0.00260031742575	0.101090110284	0.0205846384974	0.046356776051	0.0702048033008	2.68701056126	0.0266547352783	0.000720720754048	0	0.0512216349848	0.0739253710968	0.195865019476	0.0224059777495	0.00798185964592	0.0847462099293	0.352779048214	0.0134347473633	0.30284201866	0.00518888628611	0.131916121968	0.0194160130913	0.0105926171338	0.0456911046005	0	0.00233184016723	0.00438891419664	1.09462277631	0.107929896233	0.132082751938	0.0386467443403	0.0627121868062	0.00956391064359	0.0045633042676	0.0275797183474	0.0121505386839	0.00256562774235	0.033221281424	0.000658448696696	0	0.00769253380495	0.104376603038	0.212653363749	0.0333053902856	0.369136542616	0.0756875432525	0.00637667197602	0.0256193415079	0.0299831901859	0.422237180637	0.00051208972959	0.215768483242	0.00736769047527	0.00599447672634	0.0484501369478	0.371849267964	0.0661953378966	0.0550036799911	0.00934711170409	0.0197258576445	0.00397619787157	0.00278107487091	0.0135420280649	0.0147807667915	0
taxid:1114967|Propionibacterium_acnes_TypeIA2_P.acn17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071219281409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221608218134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121939789241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
